scenario,pass,year,liab_iit_net,liab_iit,agi,cap_income,txbl_int,exempt_int,div_ord,div_pref,txbl_kg,net_rent,net_estate,sch_e,sole_prop,part_scorp,farm,est_tax,wealth_tax,rcpt_income,rcpt_estate,rcpt_wealth,rcpt_payroll
cg5_s0,conventional,2035,3773.42330357427,3891.53537171288,25204.449997865,8137.44748523795,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1359.0329487666,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,0,3834.42508741629,47.152,0,2381.63218383231
cg5_s0,conventional,2036,3959.15678556224,4076.57581668782,26176.4695103387,8438.21708352449,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1405.7834257623,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,0,4015.63615933634,50.675,0,2472.74346752298
cg5_s50,static,2026,2544.2516521685,2662.83076960961,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,35.8901972434098,0,,,,
cg5_s50,static,2027,2643.33408792592,2764.15803318058,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,37.901810067099,0,2719.89885293506,35.207,0,1747.45358789745
cg5_s50,static,2028,2714.5770412062,2834.8048773058,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,39.641285067172,0,2796.7786994464,35.861,0,1819.04616539138
cg5_s50,static,2029,2874.15895497979,2993.36760930178,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,41.7806240122528,0,2936.70165893842,35.609,0,1894.39322129714
cg5_s50,static,2030,3043.82270112842,3161.71475532416,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,44.0799971693899,0,3105.06057221397,36.166,0,1970.81845093553
cg5_s50,static,2031,3183.90190042429,3301.89709620387,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,46.3573932282854,0,3252.87485514499,37.441,0,2049.422616636
cg5_s50,static,2032,3333.92387405146,3451.62130666225,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,48.8081020634262,0,3400.77238613826,39.228,0,2129.22565262764
cg5_s50,static,2033,3486.96866528394,3605.02543189951,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,51.3779258655992,0,3553.26179652785,41.391,0,2210.50098064455
cg5_s50,static,2034,3651.34782986827,3769.2607569307,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,54.1228852042488,0,3714.67612510146,43.989,0,2294.22004153031
cg5_s50,static,2035,3824.7366859092,3942.84686950217,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,0,3885.72870129304,47.152,0,2381.63218383231
cg5_s50,static,2036,4012.35228785025,4129.76972816672,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,0,4068.82085279765,50.675,0,2472.74346752298
cg5_s50,conventional,2026,2504.97200726084,2623.56092465423,18274.6236925573,6086.76757458177,216.986436848466,120.426301230594,106.5913196836,399.975499478482,1375.68855271248,101.340105494554,53.8776040202804,1609.56259031834,628.428842147285,1454.34488080351,19.5454418441813,35.8854433473613,0,,,,
cg5_s50,conventional,2027,2602.83392569169,2723.66679260253,18950.8126948305,6246.10318762926,232.586320938437,128.814950421376,106.638541320438,400.371367965752,1309.52729105638,104.7141247883,55.449025793654,1692.53649224461,662.754904677359,1532.37334166266,20.3368267602917,37.8924398700549,0,2679.43015606715,35.2022461039515,0,1747.44710903577
cg5_s50,conventional,2028,2672.94203209234,2793.17839266558,19483.0513573419,6270.59935276872,253.549977467628,139.908319793266,106.529079694381,400.226665335522,1222.1383181897,107.372897854391,56.7269289612021,1725.82076803925,676.158554011402,1561.72094122365,20.4469021983324,39.6276819245375,0,2755.19252803378,35.851629802956,0,1819.03661686927
cg5_s50,conventional,2029,2831.2990157843,2950.51489224526,20213.06574895,6523.08351949028,273.596823374969,150.618169411782,106.330382393358,399.330848793378,1187.47143847103,109.694703150173,57.759777768769,1831.95867948327,720.307924796247,1664.50419856433,21.5105732829762,41.7625827211475,0,2893.84267161364,35.5953968573655,0,1894.38022333429
cg5_s50,conventional,2030,2999.89752276624,3117.79809265867,20924.4422241086,6743.24467901508,282.534346706135,155.140983995376,111.259833611168,417.964226169039,1186.49390462762,111.398458617409,58.447047767986,1907.61575396104,752.282685430767,1737.77024757565,22.3371905528897,44.0571911844347,0,3061.12779100401,36.1479587088947,0,1970.80080583672
cg5_s50,conventional,2031,3138.27502474419,3256.2785013511,21706.1240598854,6993.81728575335,291.211433136022,159.585812390766,117.809546938246,442.706474333975,1203.53509388878,113.540142394629,59.6610957477191,1985.79840277549,784.28733753603,1812.59716463314,23.0847819785632,46.3294940628093,0,3207.28455287295,37.4181940150448,0,2049.40141746168
cg5_s50,conventional,2032,3286.71260873016,3404.41866378739,22528.291358687,7263.63784608564,301.262060195841,164.750026674361,125.123408768012,470.089271659634,1232.84637062973,116.0737293826,61.0529712118896,2064.20095485039,817.394885788751,1887.0742542559,23.7699126685343,48.7795766560579,0,3353.5930398339,39.2001008345239,0,2129.20123707879
cg5_s50,conventional,2033,3438.02300165741,3556.08857924144,23376.5606053859,7539.15207233352,309.151267031975,168.681021480395,132.789738840958,499.123667291236,1269.28959029197,119.384877162855,62.8801806162328,2142.6754199961,850.231809285917,1960.41036221701,24.534138118875,51.3392002972601,0,3504.35011142789,41.3624745926317,0,2210.47360189551
cg5_s50,conventional,2034,3600.68769702445,3718.60934179969,24260.549557282,7827.99342215238,317.425252661854,172.874280439727,140.486563966026,528.038334103234,1310.99154097514,123.188487893493,64.7919904668938,2224.27958471957,884.171123736078,2036.29910635918,25.4471568311839,54.0819710676583,0,3664.05060238193,43.950274431661,0,2294.18977375224
cg5_s50,conventional,2035,3772.22281744764,3890.34431662999,25199.9800430523,8132.00450317858,323.65220816688,175.865466846152,148.254856213466,557.35652069774,1357.30640626452,127.439003978704,66.8234445194969,2311.22730183676,920.72004723993,2116.96485333856,26.3943940763749,56.9866404088217,0,3833.25172038372,47.1110858634096,0,2381.59887207087
cg5_s50,conventional,2036,3957.78560910323,4075.21649015982,26171.4073986483,8432.08292687973,328.524614605849,178.465518450802,155.820545299034,586.06632233987,1403.86494859329,131.803756884559,69.0018685695492,2397.59063493681,957.132024009537,2196.7850094827,27.0276837077346,60.1549973539486,0,4014.30111697106,50.6154279027715,0,2472.70599808403
warren_s0,static,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,35.8901972434098,435.246609343593,,,,
warren_s0,static,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,37.901810067099,456.451265243682,2635.7510282386,35.207,435.246609343593,1747.45358789745
warren_s0,static,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,39.641285067172,479.020900316171,2716.2991714533,35.861,456.451265243682,1819.04616539138
warren_s0,static,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,41.7806240122528,500.269190328759,2857.60410053916,35.609,479.020900316171,1894.39322129714
warren_s0,static,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,44.0799971693899,523.387817247721,3024.9617062245,36.166,500.269190328759,1970.81845093553
warren_s0,static,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,46.3573932282854,547.609245746836,3170.61254785227,37.441,523.387817247721,2049.422616636
warren_s0,static,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,48.8081020634262,570.74177359551,3315.66646890455,39.228,547.609245746836,2129.22565262764
warren_s0,static,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,51.3779258655992,596.996210424274,3464.88309572795,41.391,570.74177359551,2210.50098064455
warren_s0,static,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,54.1228852042488,623.352704533209,3622.79453029058,43.989,596.996210424274,2294.22004153031
warren_s0,static,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,651.735287098699,3790.10227444121,47.152,623.352704533209,2381.63218383231
warren_s0,static,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,680.284027803206,3969.43328327393,50.675,651.735287098699,2472.74346752298
warren_s0,conventional,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,35.8901972434098,280.998492209208,,,,
warren_s0,conventional,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,37.901810067099,294.770317217649,2635.7510282386,35.207,280.998492209208,1747.45358789745
warren_s0,conventional,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,39.641285067172,309.468947196621,2716.2991714533,35.861,294.770317217649,1819.04616539138
warren_s0,conventional,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,41.7806240122528,323.144404755582,2857.60410053916,35.609,309.468947196621,1894.39322129714
warren_s0,conventional,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,44.0799971693899,338.287990245595,3024.9617062245,36.166,323.144404755582,1970.81845093553
warren_s0,conventional,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,46.3573932282854,354.201899230508,3170.61254785227,37.441,338.287990245595,2049.422616636
warren_s0,conventional,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,48.8081020634262,369.437619825879,3315.66646890455,39.228,354.201899230508,2129.22565262764
warren_s0,conventional,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,51.3779258655992,386.612092612858,3464.88309572795,41.391,369.437619825879,2210.50098064455
warren_s0,conventional,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,54.1228852042488,403.875060665958,3622.79453029058,43.989,386.612092612858,2294.22004153031
warren_s0,conventional,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,422.314913724516,3790.10227444121,47.152,403.875060665958,2381.63218383231
warren_s0,conventional,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,441.001885274158,3969.43328327393,50.675,422.314913724516,2472.74346752298
warren_s50,static,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,35.8901972434098,435.246609343593,,,,
warren_s50,static,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,37.901810067099,456.451265243682,2635.7510282386,35.207,435.246609343593,1747.45358789745
warren_s50,static,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,39.641285067172,479.020900316171,2716.2991714533,35.861,456.451265243682,1819.04616539138
warren_s50,static,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,41.7806240122528,500.269190328759,2857.60410053916,35.609,479.020900316171,1894.39322129714
warren_s50,static,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,44.0799971693899,523.387817247721,3024.9617062245,36.166,500.269190328759,1970.81845093553
warren_s50,static,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,46.3573932282854,547.609245746836,3170.61254785227,37.441,523.387817247721,2049.422616636
warren_s50,static,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,48.8081020634262,570.74177359551,3315.66646890455,39.228,547.609245746836,2129.22565262764
warren_s50,static,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,51.3779258655992,596.996210424274,3464.88309572795,41.391,570.74177359551,2210.50098064455
warren_s50,static,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,54.1228852042488,623.352704533209,3622.79453029058,43.989,596.996210424274,2294.22004153031
