year,reform_leg,income_definition,ranking,taxes_included,corp_convention,group_dimension,group,n_tax_units,income_cutoff,income_baseline,income_reform,tax_baseline,tax_reform,etr_baseline,etr_reform,etr_income_tax_baseline,etr_income_tax_reform,etr_payroll_baseline,etr_payroll_reform,etr_estate_baseline,etr_estate_reform,etr_deemed_baseline,etr_deemed_reform,etr_wealth_baseline,etr_wealth_reform,etr_corp_baseline,etr_corp_reform,etr_vat_baseline,etr_vat_reform,etr_other_baseline,etr_other_reform
2027,static,expanded,wealth,wealth_cit_vat,equity_supernormal,Net worth,Top 1%,1874835.9507404116,14983918,3781.2971265494725,3781.2971265494725,1025.8734230684593,1268.155828648613,0.2713019867879556,0.3353758739942863,0.22493616333728206,0.2890100505436128,0.019439865528636018,0.019439865528636018,5.876230474080191e-4,5.876230474080191e-4,0,0,0,0,0.026338334874629443,0.026338334874629443,0,0,0,0
2027,static,expanded,wealth,wealth_cit_vat,capital_income,Net worth,Top 1%,1874835.9507404116,14983918,3805.656489415043,3805.656489415043,1050.23278593403,1292.5151915141832,0.27596625939706354,0.3396300204995255,0.22349638503896166,0.28716014614142366,0.019315434240686873,0.019315434240686873,5.838617717700847e-4,5.838617717700847e-4,0,0,0,0,0.03257057834564493,0.03257057834564493,0,0,0,0
2027,static,expanded,wealth,wealth_cit_vat,uniform_networth,Net worth,Top 1%,1874835.9507404116,14983918,3771.552764024612,3771.552764024612,1016.1290605435986,1258.411466123752,0.26941928805452814,0.33365871959349314,0.2255173190727704,0.28975675061173545,0.019490091286831015,0.019490091286831015,5.891412581716403e-4,5.891412581716403e-4,0,0,0,0,0.023822736436755053,0.023822736436755053,0,0,0,0
2027,static,expanded,wealth,other,n/a,Net worth,Top 1%,1874835.9507404116,14983918,3614.316826528216,3614.316826528216,355.20842551011265,355.20842551011265,0.09827816501944939,0.09827816501944939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09827816501944939,0.09827816501944939
2027,static,hs,wealth,iit,n/a,Net worth,Top 1%,1874835.9507404116,14983918,7693.226052364937,7693.226052364937,850.5504680843275,1092.832873664481,0.11055836164113025,0.14205131452344866,0.11055836164113025,0.14205131452344866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,static,hs,wealth,iit_pr,n/a,Net worth,Top 1%,1874835.9507404116,14983918,7693.226052364937,7693.226052364937,924.058375748267,1166.3407813284205,0.12011324890995591,0.1516062017922743,0.11055836164113025,0.14205131452344866,0.009554887268825646,0.009554887268825646,0,0,0,0,0,0,0,0,0,0,0,0
2027,static,hs,wealth,death,n/a,Net worth,Top 1%,1874835.9507404116,14983918,7760.613282406659,7760.613282406659,926.2803530889253,1168.5627586690787,0.11935659198336895,0.1505760841502327,0.10959835738916779,0.14081784955603152,0.00947191993583577,0.00947191993583577,2.863146583653922e-4,2.863146583653922e-4,0,0,0,0,0,0,0,0,0,0
2027,static,hs,wealth,wealth_cit_vat,equity_supernormal,Net worth,Top 1%,1874835.9507404116,14983918,7860.206352386193,7860.206352386193,1025.8734230684593,1268.155828648613,0.13051482074093712,0.16133874503989673,0.108209686864788,0.1390336111637476,0.009351905582176486,0.009351905582176486,2.826868966339086e-4,2.826868966339086e-4,0,0,0,0,0.012670541397338723,0.012670541397338723,0,0,0,0
2027,static,hs,wealth,wealth_cit_vat,capital_income,Net worth,Top 1%,1874835.9507404116,14983918,7884.565715251763,7884.565715251763,1050.23278593403,1292.5151915141832,0.1332010948811649,0.16392978867738586,0.10787537307718012,0.1386040668734011,0.009323012873333926,0.009323012873333926,2.818135355711519e-4,2.818135355711519e-4,0,0,0,0,0.0157208953950797,0.0157208953950797,0,0,0,0
2027,static,hs,wealth,wealth_cit_vat,uniform_networth,Net worth,Top 1%,1874835.9507404116,14983918,7850.461989861333,7850.461989861333,1016.1290605435986,1258.411466123752,0.12943557485609164,0.1602977592591312,0.10834400181579011,0.13920618621882969,0.009363513607081094,0.009363513607081094,2.8303778090102384e-4,2.8303778090102384e-4,0,0,0,0,0.011445021652319394,0.011445021652319394,0,0,0,0
2027,static,hs,wealth,other,n/a,Net worth,Top 1%,1874835.9507404116,14983918,7693.226052364937,7693.226052364937,355.20842551011265,355.20842551011265,0.04617158303842116,0.04617158303842116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04617158303842116,0.04617158303842116
2027,static,hs_ex_home,wealth,iit,n/a,Net worth,Top 1%,1874835.9507404116,14983918,7452.3761729885455,7452.3761729885455,850.5504680843275,1092.832873664481,0.11413144590945151,0.14664220488835497,0.11413144590945151,0.14664220488835497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
