ID,kind,levers_json,label
tco_qbi_taxmax_deemed,tripco,"{""deemed"": {""pos"": ""carryover""}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}}",deemed:carryover + qbi + taxmax
pc_cgr50_deemed,corner,"{""cg"": {""rate"": 50.0}, ""deemed"": {""pos"": ""deemed""}}",cg 50% + deemed:deemed
pc_cgr30_wealthr3t500,corner,"{""cg"": {""rate"": 30.0}, ""wealth"": {""rate"": 3.0, ""thr"": 500000000.0}}",cg 30% + wealth 3% > $500M
pc_cgr50_estater60e5,corner,"{""cg"": {""rate"": 50.0}, ""estate"": {""exem"": 5000000.0, ""rate"": 60.0}}",cg 50% + estate 60% / $5M
pc_wealthr4t50_estater60e5,corner,"{""estate"": {""exem"": 5000000.0, ""rate"": 60.0}, ""wealth"": {""rate"": 4.0, ""thr"": 50000000.0}}",wealth 4% > $50M + estate 60% / $5M
pc_wealthr1t1000_deemed,corner,"{""deemed"": {""pos"": ""deemed""}, ""wealth"": {""rate"": 1.0, ""thr"": 1000000000.0}}",wealth 1% > $1000M + deemed:deemed
pc_ordr50_cgr30,corner,"{""cg"": {""rate"": 30.0}, ""ord"": {""rate"": 50.0}}",ord 50% + cg 30%
pc_ordr50_qbi,corner,"{""ord"": {""rate"": 50.0}, ""qbi"": {""on"": 1}}",ord 50% + qbi
pc_corpr28_cgr30,corner,"{""cg"": {""rate"": 30.0}, ""corp"": {""rate"": 28.0}}",cg 30% + corp 28%
q01,quiz,"{""cg"": {""rate"": 26.5}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 14000000.0, ""rate"": 52.0}, ""ord"": {""rate"": 42.0}, ""qbi"": {""on"": 1}, ""wealth"": {""rate"": 1.25, ""thr"": 150000000.0}}",ord 42% + cg 26.5% + wealth 1.25% > $150M + deemed:deemed + estate 52% / $14M + qbi
q02,quiz,"{""cg"": {""rate"": 38.5}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 12000000.0, ""rate"": 47.0}, ""ord"": {""rate"": 46.0}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 1.25, ""thr"": 150000000.0}}",ord 46% + cg 38.5% + corp 28% + wealth 1.25% > $150M + deemed:deemed + estate 47% / $12M + qbi + taxmax
q03,quiz,"{""cg"": {""rate"": 26.5}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 8750000.0, ""rate"": 45.0}}",cg 26.5% + deemed:deemed + estate 45% / $8.75M
q04,quiz,"{""cg"": {""rate"": 35.5}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 10500000.0, ""rate"": 53.0}, ""ord"": {""rate"": 43.0}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 1.25, ""thr"": 100000000.0}}",ord 43% + cg 35.5% + wealth 1.25% > $100M + deemed:deemed + estate 53% / $10.5M + qbi + taxmax
q05,quiz,"{""cg"": {""rate"": 44.0}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""carryover""}, ""estate"": {""exem"": 8250000.0, ""rate"": 43.0}, ""ord"": {""rate"": 46.5}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 3.25, ""thr"": 700000000.0}}",ord 46.5% + cg 44% + corp 28% + wealth 3.25% > $700M + deemed:carryover + estate 43% / $8.25M + qbi + taxmax
q06,quiz,"{""cg"": {""rate"": 29.5}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""carryover""}, ""estate"": {""exem"": 7750000.0, ""rate"": 41.0}, ""ord"": {""rate"": 43.5}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}}",ord 43.5% + cg 29.5% + corp 28% + deemed:carryover + estate 41% / $7.75M + qbi + taxmax
q07,quiz,"{""corp"": {""rate"": 28.0}, ""estate"": {""exem"": 8000000.0, ""rate"": 58.0}, ""ord"": {""rate"": 45.0}, ""qbi"": {""on"": 1}, ""wealth"": {""rate"": 1.25, ""thr"": 75000000.0}}",ord 45% + corp 28% + wealth 1.25% > $75M + estate 58% / $8M + qbi
q08,quiz,"{""cg"": {""rate"": 42.0}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 12250000.0, ""rate"": 57.0}, ""ord"": {""rate"": 46.5}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 0.75, ""thr"": 100000000.0}}",ord 46.5% + cg 42% + corp 28% + wealth 0.75% > $100M + deemed:deemed + estate 57% / $12.25M + qbi + taxmax
q09,quiz,"{""cg"": {""rate"": 27.0}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""carryover""}, ""estate"": {""exem"": 11500000.0, ""rate"": 56.0}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 4.5, ""thr"": 150000000.0}}",cg 27% + corp 28% + wealth 4.5% > $150M + deemed:carryover + estate 56% / $11.5M + qbi + taxmax
q10,quiz,"{""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 9750000.0, ""rate"": 47.0}, ""ord"": {""rate"": 44.5}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 1.25, ""thr"": 700000000.0}}",ord 44.5% + corp 28% + wealth 1.25% > $700M + deemed:deemed + estate 47% / $9.75M + qbi + taxmax
q11,quiz,"{""cg"": {""rate"": 34.0}, ""deemed"": {""pos"": ""deemed""}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 3.75, ""thr"": 700000000.0}}",cg 34% + wealth 3.75% > $700M + deemed:deemed + taxmax
q12,quiz,"{""cg"": {""rate"": 49.0}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""carryover""}, ""estate"": {""exem"": 13500000.0, ""rate"": 52.0}, ""ord"": {""rate"": 42.0}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 0.75, ""thr"": 700000000.0}}",ord 42% + cg 49% + corp 28% + wealth 0.75% > $700M + deemed:carryover + estate 52% / $13.5M + qbi + taxmax
q13,quiz,"{""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 9250000.0, ""rate"": 47.0}, ""qbi"": {""on"": 1}, ""wealth"": {""rate"": 2.5, ""thr"": 100000000.0}}",corp 28% + wealth 2.5% > $100M + deemed:deemed + estate 47% / $9.25M + qbi
q14,quiz,"{""cg"": {""rate"": 34.5}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""ord"": {""rate"": 46.0}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 4.5, ""thr"": 200000000.0}}",ord 46% + cg 34.5% + corp 28% + wealth 4.5% > $200M + deemed:deemed + taxmax
q15,quiz,"{""cg"": {""rate"": 29.0}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 5250000.0, ""rate"": 43.0}, ""ord"": {""rate"": 40.5}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 4.75, ""thr"": 700000000.0}}",ord 40.5% + cg 29% + corp 28% + wealth 4.75% > $700M + deemed:deemed + estate 43% / $5.25M + qbi + taxmax
q16,quiz,"{""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 0.75, ""thr"": 150000000.0}}",corp 28% + wealth 0.75% > $150M + deemed:deemed + qbi + taxmax
stack_ref,stack,"{""cg"": {""rate"": 40.0}, ""corp"": {""rate"": 28.0}, ""deemed"": {""pos"": ""deemed""}, ""estate"": {""exem"": 8460000.0, ""rate"": 50.0}, ""ord"": {""rate"": 44.8}, ""qbi"": {""on"": 1}, ""taxmax"": {""on"": 1}, ""wealth"": {""rate"": 2.0, ""thr"": 50000000.0}}",ord 44.8% + cg 40% + corp 28% + wealth 2% > $50M + deemed:deemed + estate 50% / $8.46M + qbi + taxmax
