year,tax_status,size_bin,gross_estate_for_tax_purposes_n,gross_estate_for_tax_purposes_amt,net_worth_n,net_worth_amt,personal_residence_n,personal_residence_amt,other_real_estate_n,other_real_estate_amt,real_estate_partnerships_n,real_estate_partnerships_amt,closely_held_stock_n,closely_held_stock_amt,publicly_traded_stock_n,publicly_traded_stock_amt,state_and_local_bonds_n,state_and_local_bonds_amt,federal_bonds_n,federal_bonds_amt,corporate_and_foreign_bonds_n,corporate_and_foreign_bonds_amt,bond_funds_n,bond_funds_amt,unclassifiable_mutual_funds_n,unclassifiable_mutual_funds_amt,unallocated_investments_n,unallocated_investments_amt,cash_assets_n,cash_assets_amt,net_life_insurance_n,net_life_insurance_amt,farm_assets_n,farm_assets_amt,private_equity_and_hedge_funds_n,private_equity_and_hedge_funds_amt,other_limited_partnerships_n,other_limited_partnerships_amt,other_noncorporate_business_assets_n,other_noncorporate_business_assets_amt,mortgages_and_notes_n,mortgages_and_notes_amt,retirement_assets_n,retirement_assets_amt,depletables_intangibles_n,depletables_intangibles_amt,art_n,art_amt,other_assets_n,other_assets_amt,community_property_n,community_property_amt,total_joint_property_n,total_joint_property_amt,total_lifetime_transfers_n,total_lifetime_transfers_amt,total_allowable_deductions_n,total_allowable_deductions_amt,funeral_expenses_n,funeral_expenses_amt,executors_commissions_n,executors_commissions_amt,attorneys_fees_n,attorneys_fees_amt,other_expenses_losses_n,other_expenses_losses_amt,debts_and_mortgages_n,debts_and_mortgages_amt,bequests_to_surviving_spouse_n,bequests_to_surviving_spouse_amt,charitable_deduction_n,charitable_deduction_amt,state_death_tax_deduction_n,state_death_tax_deduction_amt,taxable_estate_n,taxable_estate_amt,adjusted_taxable_gifts_n,adjusted_taxable_gifts_amt,adjusted_taxable_estate_n,adjusted_taxable_estate_amt,tentative_estate_tax_n,tentative_estate_tax_amt,gift_tax_paid_n,gift_tax_paid_amt,total_tax_before_credits_n,total_tax_before_credits_amt,deceased_spousal_unused_exclusion_n,deceased_spousal_unused_exclusion_amt,allowable_unified_credit_n,allowable_unified_credit_amt,net_estate_tax_n,net_estate_tax_amt
2016,nontaxable,5m_10m,4649,32038595000,,,3355,2682798000,3442,3795263000,863,1289673000,1239,1729833000,3681,6562005000,2426,2158395000,1026,208377000,1653,442626000,1026,145553000,1284,262162000,576,158417000,4557,2789144000,2224,1075737000,685,1918834000,344,104779000,1165,569156000,1062,639986000,1196,667178000,3494,4104061000,420,166213000,501,104515000,4114,463894000,1031,11384138000,2725,2437406000,2233,10056199000,4597,16195299000,3516,49062000,378,32391000,1595,75501000,1646,56080000,2804,1374946000,3426,12842493000,783,1700160000,645,195659000,4090,15724536000,1498,1727618000,4181,17452153000,4179,6753504000,125,53565000,4175,6699940000,398,1486133000,4647,10373733000,0,0
2016,nontaxable,10m_20m,1341,17850598000,,,1000,1093414000,1080,2032326000,348,803058000,507,1611571000,1124,3879745000,745,1403664000,296,129980000,520,230553000,330,74393000,391,119489000,164,89177000,1312,1471454000,641,411300000,197,765287000,200,159136000,489,521209000,498,583727000,418,408423000,967,1599557000,127,91656000,233,110921000,1222,260558000,340,7233486000,890,1423984000,715,6416291000,1341,13513843000,1037,18633000,102,15070000,406,25340000,449,26679000,837,737884000,1190,11182949000,263,1535985000,154,34850000,1183,4329256000,619,1113866000,1224,5443122000,1224,2113057000,87,26668000,1224,2086389000,21,78531000,1341,2860360000,0,0
2016,nontaxable,20m_50m,461,13301765000,,,361,687853000,380,1389442000,174,856333000,221,1305853000,390,3194812000,277,1151257000,134,89583000,205,195816000,120,63634000,131,54254000,49,29688000,455,1015183000,202,126693000,67,254039000,101,240509000,209,720839000,195,506730000,197,445180000,311,672304000,49,29317000,122,131050000,415,141398000,,,297,861315000,270,5505188000,461,12056239000,365,9415000,51,13847000,181,25212000,194,30366000,289,774391000,402,9528229000,129,1762650000,58,12871000,402,1252714000,262,760923000,427,2013637000,427,783082000,65,47655000,427,735426000,,,461,977179000,0,0
2016,nontaxable,50m_plus,133,19128055000,,,103,293013000,115,893539000,62,1337079000,87,3980389000,117,4233069000,92,1316351000,37,259554000,65,277782000,38,47694000,40,81138000,20,79430000,132,972659000,55,65240000,21,293599000,46,626621000,82,1792148000,91,908998000,80,881050000,84,228313000,12,5185000,49,358917000,124,196288000,28,8992525000,96,1024464000,94,10793695000,133,18843674000,100,8891000,16,16218000,52,9280000,53,14873000,95,543910000,123,16295988000,41,1948844000,23,5310000,112,279169000,104,526966000,126,806135000,126,315722000,48,83809000,126,231913000,,,133,283661000,0,0
2017,all,all,12711,192153429000,,,8718,9679001000,9322,17926672000,2502,9582613000,3402,19177167000,10573,45624466000,7153,14869958000,3125,2332156000,4763,2574557000,2884,1164399000,3648,1171462000,1591,1380275000,12504,16105659000,5192,2695106000,1756,6254655000,1233,3193573000,3694,7107000000,3024,6493371000,3887,7107499000,8623,11051037000,1126,715381000,1961,2938595000,11287,3008832000,1781,37487851000,6037,6901604000,7080,84500303000,12617,95670020000,10624,183432000,2747,510311000,7146,557690000,7072,759303000,8875,9086694000,6211,63249642000,2902,21044062000,2508,2378473000,11783,94158412000,6502,20155024000,12063,114313436000,12063,45082251000,1445,2220880000,12062,42861370000,988,3401624000,12711,28273578000,5185,19939525000
2017,all,under_5m,1146,3891624000,,,553,330147000,632,331962000,124,124413000,203,102457000,866,896606000,507,339337000,187,39598000,285,55374000,174,26234000,237,35093000,109,43398000,1118,500205000,368,53313000,161,210404000,58,36380000,223,91424000,160,46939000,302,131865000,661,409787000,94,19302000,114,5872000,950,61514000,134,861053000,460,224501000,642,1431405000,1130,1146501000,949,14746000,220,12794000,707,23588000,660,19748000,782,148413000,442,805736000,176,112055000,221,42408000,1089,2703050000,1104,3970379000,1142,6673428000,1142,2609716000,245,110079000,1142,2499638000,75,172552000,1146,2430401000,543,272249000
2017,all,5m_10m,7374,51842971000,,,5085,4278362000,5351,6171535000,1179,1715074000,1674,2374463000,6058,12050281000,4065,4106340000,1793,389821000,2656,676524000,1672,280355000,2125,417505000,954,556126000,7245,4838389000,3129,1277140000,1052,2977706000,500,144608000,1786,878998000,1474,820444000,1915,1047362000,5247,5778278000,571,191572000,825,117220000,6466,754872000,1042,11203637000,3565,2832391000,3887,17761267000,7302,18292508000,6038,81183000,1421,137997000,3854,178635000,3803,177332000,4882,1719184000,3662,13435846000,1416,2486508000,1342,604757000,6746,32964038000,2818,4677013000,6885,37641050000,6885,14690337000,391,216692000,6884,14473646000,670,2489543000,7374,16646786000,2399,1939086000
2017,all,10m_20m,2705,36051373000,,,1957,2416783000,2104,4065385000,622,1463618000,820,2033791000,2307,9183572000,1634,3357709000,724,277000000,1140,507815000,663,177644000,822,281373000,355,258863000,2666,3237642000,1084,690102000,342,1336959000,301,231949000,945,1135648000,741,735642000,905,1054255000,1797,2766947000,284,193861000,479,146809000,2468,498006000,392,7513282000,1320,1723198000,1567,14009664000,2701,15688860000,2334,39346000,722,124975000,1648,143367000,1647,167964000,2014,1450706000,1315,11229205000,744,2464760000,558,500209000,2543,19865877000,1453,3767800000,2587,23633676000,2587,9314216000,318,239996000,2587,9074219000,183,585030000,2705,5980889000,1376,3883964000
2017,all,20m_50m,1063,31710101000,,,791,1550206000,874,2683216000,384,2005441000,475,2799347000,952,8203283000,683,3334159000,290,263614000,473,401080000,270,179585000,330,197555000,125,142649000,1054,2473468000,440,350845000,133,761877000,224,397570000,493,1352907000,418,1235502000,509,1258114000,657,1216524000,109,104869000,335,381361000,990,416931000,148,6420180000,493,1192098000,685,13432542000,1062,16823785000,935,24267000,264,97473000,656,105353000,668,143277000,852,1435954000,552,11951205000,363,2997432000,261,505214000,1001,14411908000,752,3496441000,1034,17908349000,1034,7107688000,296,494343000,1034,6613345000,44,121930000,1063,2304411000,590,4522975000
2017,all,50m_plus,423,68657360000,,,333,1103503000,362,4674575000,193,4274067000,229,11867109000,390,15290724000,264,3732413000,131,1362123000,208,933765000,105,500581000,134,239936000,50,379239000,421,5055955000,172,323706000,68,967708000,150,2383066000,246,3648022000,230,3654844000,257,3615903000,262,879501000,68,205778000,207,2287333000,414,1277509000,66,11489699000,200,929416000,300,37865425000,422,43718367000,367,23891000,121,137072000,281,106748000,293,250981000,345,4332438000,239,25827651000,202,12983307000,126,725884000,403,24213540000,375,4243392000,416,28456932000,416,11360293000,195,1159771000,416,10200522000,16,32569000,423,911091000,277,9321250000
2017,taxable,all,5185,106177987000,,,3342,4203220000,3708,8946970000,912,4424050000,1207,12194838000,4447,27123974000,3169,8958613000,1311,1671438000,2084,1681895000,1242,799732000,1564,613960000,567,722521000,5137,9324713000,1815,627224000,635,2688055000,505,2490935000,1556,3934671000,1072,3038120000,1794,4899962000,3104,3923813000,483,315844000,1029,2287617000,4685,1305826000,137,8125535000,1525,972957000,3153,51518584000,5170,34657409000,4893,86601000,2092,409708000,4541,405673000,4380,636861000,4450,4836530000,651,14591492000,1484,13465157000,1573,2058643000,5185,69455847000,3375,14114673000,5185,83570520000,5185,33147676000,999,1894266000,5185,31253410000,308,637090000,5185,11247567000,5185,19939525000
2017,taxable,under_5m,543,1728237000,,,226,128046000,276,133248000,54,64639000,84,31137000,412,428677000,245,155684000,77,21621000,141,32908000,84,12560000,115,16794000,49,15047000,532,246475000,156,17680000,62,86037000,19,20810000,95,28526000,65,15258000,127,47281000,285,186529000,46,10222000,57,3387000,455,25673000,6,23251000,148,38615000,328,649995000,539,143371000,508,7548000,180,10093000,491,16544000,447,11624000,456,34223000,43,22921000,92,33875000,150,28427000,543,1556440000,531,2186533000,543,3742972000,543,1469324000,122,54453000,543,1414871000,22,19303000,543,1141054000,543,272249000
2017,taxable,5m_10m,2399,17315549000,,,1526,1361795000,1688,1897136000,311,496179000,408,520802000,2049,4771992000,1485,1730580000,606,148942000,903,267236000,566,97537000,760,159156000,254,190032000,2372,1934628000,824,192451000,298,774620000,150,53383000,583,316949000,369,225999000,707,441638000,1489,1421755000,184,55333000,311,33710000,2133,223696000,55,357724000,680,253526000,1390,6651430000,2392,1400733000,2260,28964000,966,97424000,2129,110172000,2013,112009000,2003,387692000,191,345198000,522,262821000,681,351480000,2399,15561388000,1234,2969313000,2399,18530701000,2399,7282304000,241,166586000,2399,7115718000,109,196482000,2399,5172752000,2399,1939086000
2017,taxable,10m_20m,1376,18571822000,,,932,1162590000,1036,2011322000,256,626963000,348,771352000,1186,5344751000,853,1904226000,375,152306000,623,290554000,366,119001000,423,179093000,164,122127000,1371,1878640000,517,214329000,167,647494000,128,97718000,463,529880000,298,295645000,499,623447000,837,1171153000,144,69362000,300,101982000,1268,257889000,29,227556000,417,270714000,814,7111626000,1374,2732708000,1317,22192000,615,108708000,1213,110621000,1202,148880000,1209,713078000,179,819895000,459,750111000,435,466996000,1376,15370531000,891,2749703000,1376,18120235000,1376,7172392000,248,221859000,1376,6950533000,128,313080000,1376,3048667000,1376,3883964000
2017,taxable,20m_50m,590,17917288000,,,441,873832000,474,1370931000,181,830580000,229,1235915000,543,5392612000,404,2133082000,165,175235000,282,281222000,154,101912000,179,117201000,66,95818000,586,1483102000,215,132292000,69,465891000,122,223436000,258,616937000,198,572751000,288,706199000,327,630240000,64,58286000,211,181633000,557,238182000,18,306980000,179,183567000,419,7870631000,589,4337106000,558,12675000,227,85799000,492,84853000,493,127906000,536,750496000,131,1773481000,251,1447289000,206,491469000,590,13087125000,465,2615361000,590,15702486000,590,6249031000,236,421077000,590,5827955000,37,96074000,590,1291303000,590,4522975000
2017,taxable,50m_plus,277,50645091000,,,216,676957000,234,3534333000,110,2405689000,139,9635632000,258,11185941000,181,3035041000,88,1173335000,136,809975000,71,468722000,87,141715000,34,299497000,276,3781867000,102,70471000,40,714013000,86,2095588000,157,2442379000,142,1928468000,173,3081397000,166,514136000,46,122642000,150,1966905000,272,560387000,29,7210024000,101,226535000,201,29234902000,276,26043492000,250,15222000,104,107684000,217,83484000,225,236443000,246,2951041000,107,11629998000,159,10971061000,102,720272000,277,23880363000,255,3593763000,277,27474126000,277,10974625000,151,1030290000,277,9944334000,12,12151000,277,593790000,277,9321250000
2017,nontaxable,all,7526,85975442000,,,5377,5475781000,5614,8979702000,1590,5158563000,2195,6982329000,6126,18500493000,3984,5911345000,1813,660719000,2679,892663000,1643,364668000,2084,557502000,1025,657755000,7367,6780945000,3377,2067882000,1120,3566601000,728,702638000,2138,3172329000,1952,3455251000,2093,2207537000,5519,7127225000,643,399537000,932,650978000,6602,1703006000,1644,29362316000,4512,5928648000,3928,32981719000,7447,61012611000,5731,96831000,655,100603000,2605,152017000,2692,122441000,4425,4250165000,5560,48658149000,1417,7578906000,935,319830000,6598,24702565000,3126,6040351000,6878,30742916000,6878,11934575000,447,326614000,6877,11607960000,681,2764534000,7526,17026011000,0,0
2017,nontaxable,under_5m,603,2163387000,,,327,202101000,356,198714000,71,59775000,119,71319000,454,467929000,262,183654000,110,17978000,145,22466000,90,13674000,122,18298000,60,28351000,586,253730000,211,35633000,99,124368000,39,15570000,128,62898000,95,31681000,175,84584000,376,223259000,48,9080000,57,2486000,494,35841000,128,837803000,312,185885000,313,781409000,591,1003130000,441,7197000,40,2701000,216,7043000,213,8124000,327,114190000,399,782815000,84,78180000,71,13981000,546,1146610000,573,1783846000,599,2930456000,599,1140393000,123,55626000,599,1084767000,53,153250000,603,1289346000,0,0
2017,nontaxable,5m_10m,4975,34527422000,,,3559,2916567000,3662,4274399000,868,1218895000,1266,1853661000,4009,7278289000,2580,2375760000,1186,240879000,1753,409288000,1106,182818000,1365,258349000,700,366095000,4872,2903760000,2305,1084689000,755,2203087000,349,91224000,1204,562049000,1105,594445000,1208,605725000,3758,4356523000,387,136240000,514,83509000,4333,531176000,986,10845913000,2885,2578866000,2497,11109837000,4910,16891774000,3779,52220000,455,40572000,1725,68463000,1790,65323000,2879,1331492000,3471,13090648000,894,2223688000,661,253277000,4348,17402649000,1584,1707700000,4486,19110349000,4486,7408034000,149,50106000,4485,7357928000,561,2293061000,4975,11474034000,0,0
2017,nontaxable,10m_20m,1329,17479551000,,,1025,1254194000,1068,2054063000,365,836655000,472,1262440000,1122,3838821000,781,1453483000,349,124695000,517,217261000,296,58643000,399,102280000,191,136737000,1295,1359001000,567,475772000,176,689466000,173,134231000,482,605769000,443,439997000,405,430807000,960,1595794000,139,124499000,179,44827000,1200,240117000,363,7285726000,902,1452485000,752,6898037000,1327,12956152000,1018,17154000,107,16267000,435,32746000,444,19085000,804,737628000,1137,10409310000,285,1714650000,123,33213000,1167,4495345000,563,1018096000,1211,5513442000,1211,2141823000,70,18137000,1211,2123686000,55,271950000,1329,2932222000,0,0
2017,nontaxable,20m_50m,473,13792813000,,,350,676374000,400,1312285000,202,1174861000,247,1563431000,409,2810671000,278,1201077000,125,88379000,191,119858000,116,77673000,151,80354000,59,46830000,468,990366000,225,218553000,64,295986000,102,174134000,235,735970000,219,662752000,221,551915000,330,586284000,46,46583000,124,199728000,433,178750000,129,6113200000,313,1008531000,266,5561911000,473,12486680000,376,11592000,36,11675000,164,20500000,175,15372000,316,685458000,422,10177724000,111,1550142000,56,13746000,412,1324784000,286,881080000,444,2205863000,444,858657000,60,73266000,444,785391000,7,25856000,473,1013108000,0,0
2017,nontaxable,50m_plus,146,18012269000,,,116,426546000,128,1140241000,83,1868378000,91,2231477000,132,4104783000,83,697372000,43,188789000,73,123789000,34,31859000,47,98221000,15,79742000,145,1274088000,70,253235000,27,253695000,64,287478000,89,1205644000,89,1726377000,84,534506000,96,365364000,22,83136000,58,320428000,141,717122000,36,4279675000,99,702881000,99,8630524000,146,17674875000,117,8669000,17,29388000,65,23264000,69,14538000,99,1381396000,132,14197653000,43,2012246000,24,5613000,125,333176000,120,649630000,138,982806000,138,385668000,44,129480000,138,256188000,4,20417000,146,317300000,0,0
2018,all,all,13526,207199978000,,,9159,10658663000,9960,18818353000,2591,9569642000,3679,14287764000,10989,55592466000,7159,15020651000,3264,1743808000,4853,2619945000,2955,890542000,3253,1101092000,1709,2866580000,13311,17357532000,5749,3093773000,1744,6171637000,1382,4040770000,3657,8451728000,3320,7887280000,3851,6215215000,9186,13155812000,1183,818461000,1936,3141236000,11912,3697034000,1949,39533203000,6502,8569068000,7415,88448036000,13396,104157267000,11169,208436000,2839,569321000,7473,586203000,7367,823517000,9259,8533117000,6666,70536918000,2868,22575654000,2473,2666339000,12455,100372659000,6706,18961360000,12774,119334019000,12770,47053524000,1417,1618425000,12768,45435099000,1258,4345486000,13525,31461116000,5484,20179613000
