group_id,group_label,married,has_kids,age_62_plus,dependents_only,n_obs,term,coefficient,std_error,pdf_page,note
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_unearned_income,0.1397,0.0535,26,
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_taxable_transfers,-0.0266,0.0599,26,
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_public_housing,-0.6259,0.0740,26,
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_food_stamps,-0.4368,0.1118,27,
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_social_security,-0.2043,0.1208,27,
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_ssi,-0.5456,0.1098,27,
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_afdc,,,27,published as 0.0000/0.0000 -- not estimated for this group
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,no_other_benefits,0.1133,0.0879,27,
unmarried_nokids_62p,"UNMARRIED NO KIDS, AGE >=62",0,0,1,0,4379,agi_over_filing_threshold,-1.1628,0.0944,27,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,intercept,0.9710,0.7372,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,male,,,26,published as 0.0000/0.0000 -- not estimated for this group
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,educ_le_10th,-0.5424,0.2747,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,educ_11th_12th,-0.4140,0.2669,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,educ_1_3_yrs_col,-0.7199,0.3419,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,head_of_household,,,26,published as 0.0000/0.0000 -- not estimated for this group
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,race_black,0.5764,0.2441,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,race_asian_indian,0.6184,0.2927,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,race_hispanic,0.8322,0.2165,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,house_or_apt,-0.1552,0.2070,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,in_labor_force,-0.5073,0.2154,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,keeping_house_or_school,0.0135,0.2185,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,unable_to_work,0.4684,0.2601,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,retired,-0.4119,0.2355,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_earned_income,0.4388,0.2019,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_unearned_income,0.4733,0.1658,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_taxable_transfers,0.1371,0.2284,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_public_housing,0.3421,0.3425,26,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_food_stamps,-0.3034,0.2114,27,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_social_security,-0.1780,0.1791,27,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_ssi,-0.6743,0.2551,27,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_afdc,-0.7647,0.3177,27,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,no_other_benefits,0.1679,0.1659,27,
married_nokids_u62,"MARRIED NO KIDS, AGE < 62",1,0,0,0,462,agi_over_filing_threshold,-0.8699,0.2805,27,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,intercept,1.9457,0.3863,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,male,,,26,published as 0.0000/0.0000 -- not estimated for this group
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,educ_le_10th,0.9191,0.1452,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,educ_11th_12th,0.4561,0.1476,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,educ_1_3_yrs_col,0.3028,0.1731,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,head_of_household,,,26,published as 0.0000/0.0000 -- not estimated for this group
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,race_black,0.0685,0.1171,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,race_asian_indian,0.0206,0.2244,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,race_hispanic,-0.0682,0.1219,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,house_or_apt,-0.3358,0.1047,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,in_labor_force,-0.3210,0.1998,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,keeping_house_or_school,0.0533,0.1573,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,unable_to_work,0.0535,0.1480,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,retired,-0.2041,0.0900,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_earned_income,0.4424,0.0938,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_unearned_income,0.1191,0.0631,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_taxable_transfers,-0.2047,0.0670,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_public_housing,-0.6428,0.1700,26,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_food_stamps,-0.9412,0.2051,27,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_social_security,-0.1680,0.1666,27,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_ssi,-0.6727,0.1700,27,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_afdc,,,27,published as 0.0000/0.0000 -- not estimated for this group
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,no_other_benefits,0.0182,0.0881,27,
married_nokids_62p,"MARRIED NO KIDS, AGE >=62",1,0,1,0,2590,agi_over_filing_threshold,-1.4177,0.1194,27,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,intercept,-0.3651,0.4599,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,male,,,28,published as 0.0000/0.0000 -- not estimated for this group
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,educ_le_10th,0.1664,0.2146,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,educ_11th_12th,0.2584,0.2092,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,educ_1_3_yrs_col,0.1219,0.2402,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,head_of_household,,,28,published as 0.0000/0.0000 -- not estimated for this group
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,race_black,0.1702,0.1557,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,race_asian_indian,0.1579,0.1775,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,race_hispanic,0.1091,0.1192,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,house_or_apt,-0.0495,0.1506,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,in_labor_force,0.0395,0.1364,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,keeping_house_or_school,0.1641,0.1430,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,unable_to_work,0.0458,0.1928,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,retired,0.1335,0.3201,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_earned_income,0.8002,0.1425,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_unearned_income,0.3852,0.1332,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_taxable_transfers,0.4000,0.1781,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_public_housing,-0.0082,0.1544,28,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_food_stamps,0.0295,0.1170,29,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_social_security,-0.4712,0.1552,29,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_ssi,-0.4057,0.1855,29,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_afdc,-0.3949,0.1326,29,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,no_other_benefits,0.0323,0.1263,29,
married_kids_u62,"MARRIED W KIDS, AGE < 62",1,1,0,0,940,agi_over_filing_threshold,-0.5652,0.2029,29,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,intercept,4.8799,1.4199,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,male,,,28,published as 0.0000/0.0000 -- not estimated for this group
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,educ_le_10th,-0.5725,0.5891,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,educ_11th_12th,-0.5808,0.5904,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,educ_1_3_yrs_col,-2.4300,1.1376,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,head_of_household,,,28,published as 0.0000/0.0000 -- not estimated for this group
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,race_black,0.3390,0.2722,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,race_asian_indian,-0.7021,0.4189,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,race_hispanic,0.0429,0.2908,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,house_or_apt,0.0995,0.4362,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,in_labor_force,0.5470,0.5628,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,keeping_house_or_school,-0.6947,0.5050,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,unable_to_work,0.1920,0.4932,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,retired,-0.3255,0.3555,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_earned_income,0.7567,0.3273,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_unearned_income,-0.3639,0.2319,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_taxable_transfers,-0.8199,0.2759,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_public_housing,-1.3613,0.6994,28,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_food_stamps,-0.8264,0.3585,29,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_social_security,-0.1318,0.4855,29,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_ssi,-1.1241,0.4757,29,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_afdc,-0.2289,0.4773,29,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,no_other_benefits,-0.1430,0.2602,29,
married_kids_62p,"MARRIED W KIDS, AGE >= 62",1,1,1,0,233,agi_over_filing_threshold,-2.2047,0.5024,29,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,intercept,0.2442,0.3705,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,male,0.1672,0.1193,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,educ_le_10th,0.3784,0.1813,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,educ_11th_12th,0.1594,0.1758,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,educ_1_3_yrs_col,0.1689,0.1862,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,head_of_household,-0.0690,0.1033,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,race_black,0.0321,0.0737,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,race_asian_indian,0.0876,0.1456,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,race_hispanic,-0.0714,0.0907,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,house_or_apt,0.1327,0.1192,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,in_labor_force,-0.2528,0.1132,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,keeping_house_or_school,0.0842,0.1013,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,unable_to_work,0.1216,0.1962,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,retired,-0.5402,0.4261,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_earned_income,0.9030,0.0861,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_unearned_income,0.0569,0.0936,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_taxable_transfers,0.1512,0.1491,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_public_housing,-0.1331,0.0734,28,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_food_stamps,-0.1031,0.0846,29,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_social_security,-0.0573,0.1042,29,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_ssi,-0.3349,0.1320,29,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_afdc,-0.1808,0.0855,29,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,no_other_benefits,-0.1034,0.1063,29,
unmarried_kids_u62,"UNMARRIED W KIDS, AGE < 62",0,1,0,0,2413,agi_over_filing_threshold,-0.9825,0.1484,29,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,intercept,0.1617,0.8032,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,male,-0.4765,0.1692,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,educ_le_10th,0.8919,0.3389,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,educ_11th_12th,0.4659,0.3408,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,educ_1_3_yrs_col,0.0943,0.4148,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,head_of_household,,,28,published as 0.0000/0.0000 -- not estimated for this group
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,race_black,0.5219,0.1700,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,race_asian_indian,0.6209,0.3974,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,race_hispanic,0.3161,0.2246,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,house_or_apt,-0.2261,0.3075,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,in_labor_force,-0.6626,0.4453,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,keeping_house_or_school,-0.2316,0.2460,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,unable_to_work,-0.0070,0.3346,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,retired,-0.7095,0.2445,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_earned_income,0.9598,0.2911,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_unearned_income,0.2927,0.1425,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_taxable_transfers,0.0027,0.1712,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_public_housing,-0.3004,0.3870,28,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_food_stamps,0.1796,0.2131,29,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_social_security,-0.1649,0.2354,29,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_ssi,-0.6717,0.2538,29,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_afdc,,,29,published as 0.0000/0.0000 -- not estimated for this group
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,no_other_benefits,0.1227,0.2814,29,
unmarried_kids_62p,"UNMARRIED W KIDS, AGE >= 62",0,1,1,0,692,agi_over_filing_threshold,-0.9898,0.3107,29,
