state,gq_type,band,persons,year
WV,institutional,26_34,4539,2020
WV,institutional,35_44,5050,2020
WV,institutional,45_54,3402,2020
WV,institutional,55_64,1996,2020
WV,institutional,65p,9180,2020
WV,institutional,u18,962,2020
WV,other_noninstitutional,18_25,52,2020
WV,other_noninstitutional,26_34,935,2020
WV,other_noninstitutional,35_44,188,2020
WV,other_noninstitutional,45_54,226,2020
WV,other_noninstitutional,55_64,1056,2020
WV,other_noninstitutional,65p,1247,2020
WV,other_noninstitutional,u18,100,2020
WY,dorm_student,18_25,5295,2020
WY,institutional,18_25,703,2020
WY,institutional,26_34,1035,2020
WY,institutional,35_44,885,2020
WY,institutional,45_54,796,2020
WY,institutional,55_64,888,2020
WY,institutional,65p,2020,2020
WY,institutional,u18,643,2020
WY,other_noninstitutional,18_25,601,2020
WY,other_noninstitutional,26_34,398,2020
WY,other_noninstitutional,35_44,84,2020
WY,other_noninstitutional,45_54,830,2020
WY,other_noninstitutional,65p,117,2020
WY,other_noninstitutional,u18,70,2020
