state,gq_type,band,persons,year
MA,other_noninstitutional,55_64,3611,2021
MA,other_noninstitutional,65p,8238,2021
MA,other_noninstitutional,u18,2008,2021
MD,dorm_student,18_25,50416,2021
MD,institutional,18_25,7251,2021
MD,institutional,26_34,11768,2021
MD,institutional,35_44,9910,2021
MD,institutional,45_54,7589,2021
MD,institutional,55_64,5820,2021
MD,institutional,65p,20171,2021
MD,institutional,u18,1327,2021
MD,other_noninstitutional,18_25,6140,2021
MD,other_noninstitutional,26_34,3539,2021
MD,other_noninstitutional,35_44,1973,2021
MD,other_noninstitutional,45_54,1964,2021
MD,other_noninstitutional,55_64,4246,2021
MD,other_noninstitutional,65p,5115,2021
MD,other_noninstitutional,u18,525,2021
ME,dorm_student,18_25,16627,2021
ME,institutional,18_25,304,2021
ME,institutional,26_34,1622,2021
ME,institutional,35_44,1118,2021
ME,institutional,45_54,243,2021
ME,institutional,55_64,1649,2021
ME,institutional,65p,7307,2021
ME,institutional,u18,782,2021
ME,other_noninstitutional,18_25,97,2021
ME,other_noninstitutional,26_34,433,2021
ME,other_noninstitutional,35_44,1154,2021
ME,other_noninstitutional,45_54,858,2021
ME,other_noninstitutional,55_64,663,2021
ME,other_noninstitutional,65p,2174,2021
ME,other_noninstitutional,u18,138,2021
MI,dorm_student,18_25,71625,2021
MI,institutional,18_25,6589,2021
MI,institutional,26_34,12217,2021
MI,institutional,35_44,16069,2021
MI,institutional,45_54,10071,2021
MI,institutional,55_64,10290,2021
MI,institutional,65p,35983,2021
MI,institutional,u18,3377,2021
MI,other_noninstitutional,18_25,1363,2021
MI,other_noninstitutional,26_34,8682,2021
MI,other_noninstitutional,35_44,6635,2021
MI,other_noninstitutional,45_54,5793,2021
MI,other_noninstitutional,55_64,11025,2021
MI,other_noninstitutional,65p,10645,2021
MI,other_noninstitutional,u18,1385,2021
MN,dorm_student,18_25,45326,2021
MN,institutional,18_25,2645,2021
MN,institutional,26_34,5353,2021
MN,institutional,35_44,6289,2021
MN,institutional,45_54,4069,2021
MN,institutional,55_64,4403,2021
MN,institutional,65p,26230,2021
MN,institutional,u18,2055,2021
MN,other_noninstitutional,18_25,2172,2021
MN,other_noninstitutional,26_34,2571,2021
MN,other_noninstitutional,35_44,3893,2021
MN,other_noninstitutional,45_54,5114,2021
MN,other_noninstitutional,55_64,5300,2021
MN,other_noninstitutional,65p,5166,2021
MN,other_noninstitutional,u18,3362,2021
MO,dorm_student,18_25,57090,2021
MO,institutional,18_25,5201,2021
MO,institutional,26_34,9449,2021
MO,institutional,35_44,9640,2021
MO,institutional,45_54,7245,2021
MO,institutional,55_64,10434,2021
MO,institutional,65p,32554,2021
MO,institutional,u18,4417,2021
MO,other_noninstitutional,18_25,4640,2021
MO,other_noninstitutional,26_34,4621,2021
MO,other_noninstitutional,35_44,2453,2021
MO,other_noninstitutional,45_54,4453,2021
MO,other_noninstitutional,55_64,2509,2021
MO,other_noninstitutional,65p,3187,2021
MO,other_noninstitutional,u18,224,2021
MS,dorm_student,18_25,24844,2021
MS,institutional,18_25,3974,2021
MS,institutional,26_34,11272,2021
MS,institutional,35_44,10042,2021
MS,institutional,45_54,6509,2021
MS,institutional,55_64,5377,2021
MS,institutional,65p,10561,2021
MS,institutional,u18,2047,2021
MS,other_noninstitutional,18_25,3516,2021
MS,other_noninstitutional,26_34,981,2021
MS,other_noninstitutional,35_44,936,2021
MS,other_noninstitutional,55_64,749,2021
MS,other_noninstitutional,65p,3232,2021
MS,other_noninstitutional,u18,293,2021
MT,dorm_student,18_25,8608,2021
MT,institutional,18_25,735,2021
MT,institutional,26_34,1692,2021
MT,institutional,35_44,1563,2021
MT,institutional,45_54,1263,2021
MT,institutional,55_64,983,2021
MT,institutional,65p,3955,2021
MT,institutional,u18,907,2021
MT,other_noninstitutional,18_25,1598,2021
MT,other_noninstitutional,26_34,1387,2021
MT,other_noninstitutional,35_44,635,2021
MT,other_noninstitutional,45_54,713,2021
MT,other_noninstitutional,55_64,2535,2021
MT,other_noninstitutional,65p,369,2021
MT,other_noninstitutional,u18,307,2021
NC,dorm_student,18_25,104239,2021
NC,institutional,18_25,8410,2021
NC,institutional,26_34,14952,2021
NC,institutional,35_44,13753,2021
NC,institutional,45_54,11912,2021
NC,institutional,55_64,10081,2021
NC,institutional,65p,33334,2021
NC,institutional,u18,1324,2021
NC,other_noninstitutional,18_25,36362,2021
NC,other_noninstitutional,26_34,6384,2021
NC,other_noninstitutional,35_44,5728,2021
NC,other_noninstitutional,45_54,3642,2021
NC,other_noninstitutional,55_64,5356,2021
NC,other_noninstitutional,65p,4413,2021
NC,other_noninstitutional,u18,1020,2021
ND,dorm_student,18_25,11846,2021
ND,institutional,18_25,402,2021
ND,institutional,26_34,1026,2021
ND,institutional,35_44,641,2021
ND,institutional,45_54,658,2021
ND,institutional,55_64,896,2021
ND,institutional,65p,5040,2021
ND,institutional,u18,164,2021
ND,other_noninstitutional,18_25,859,2021
ND,other_noninstitutional,26_34,770,2021
ND,other_noninstitutional,35_44,430,2021
ND,other_noninstitutional,45_54,138,2021
ND,other_noninstitutional,55_64,180,2021
ND,other_noninstitutional,65p,616,2021
ND,other_noninstitutional,u18,125,2021
NE,dorm_student,18_25,22434,2021
NE,institutional,18_25,1915,2021
NE,institutional,26_34,3349,2021
NE,institutional,35_44,2606,2021
NE,institutional,45_54,1016,2021
NE,institutional,55_64,1450,2021
NE,institutional,65p,9579,2021
NE,institutional,u18,1045,2021
NE,other_noninstitutional,18_25,846,2021
NE,other_noninstitutional,26_34,768,2021
NE,other_noninstitutional,35_44,684,2021
NE,other_noninstitutional,45_54,347,2021
NE,other_noninstitutional,55_64,1270,2021
NE,other_noninstitutional,65p,611,2021
NE,other_noninstitutional,u18,219,2021
NH,dorm_student,18_25,22330,2021
NH,institutional,18_25,644,2021
NH,institutional,26_34,1370,2021
NH,institutional,35_44,1488,2021
NH,institutional,45_54,958,2021
NH,institutional,55_64,1783,2021
NH,institutional,65p,6719,2021
NH,institutional,u18,283,2021
NH,other_noninstitutional,18_25,182,2021
NH,other_noninstitutional,26_34,560,2021
NH,other_noninstitutional,35_44,686,2021
NH,other_noninstitutional,45_54,407,2021
NH,other_noninstitutional,55_64,518,2021
NH,other_noninstitutional,65p,1407,2021
NH,other_noninstitutional,u18,141,2021
NJ,dorm_student,18_25,57464,2021
NJ,institutional,18_25,9006,2021
NJ,institutional,26_34,11103,2021
NJ,institutional,35_44,12536,2021
NJ,institutional,45_54,8421,2021
NJ,institutional,55_64,10947,2021
NJ,institutional,65p,36404,2021
NJ,institutional,u18,3896,2021
NJ,other_noninstitutional,18_25,4200,2021
NJ,other_noninstitutional,26_34,5285,2021
NJ,other_noninstitutional,35_44,3433,2021
NJ,other_noninstitutional,45_54,4476,2021
NJ,other_noninstitutional,55_64,6594,2021
NJ,other_noninstitutional,65p,7640,2021
NJ,other_noninstitutional,u18,1491,2021
NM,dorm_student,18_25,7694,2021
NM,institutional,18_25,3134,2021
NM,institutional,26_34,7603,2021
NM,institutional,35_44,3847,2021
NM,institutional,45_54,3632,2021
NM,institutional,55_64,1345,2021
NM,institutional,65p,3993,2021
NM,institutional,u18,480,2021
NM,other_noninstitutional,18_25,3333,2021
NM,other_noninstitutional,26_34,1378,2021
NM,other_noninstitutional,35_44,561,2021
NM,other_noninstitutional,45_54,1228,2021
NM,other_noninstitutional,55_64,1402,2021
NM,other_noninstitutional,65p,806,2021
NM,other_noninstitutional,u18,462,2021
NV,dorm_student,18_25,4112,2021
NV,institutional,18_25,2988,2021
NV,institutional,26_34,6041,2021
NV,institutional,35_44,4799,2021
NV,institutional,45_54,3814,2021
NV,institutional,55_64,2748,2021
NV,institutional,65p,4047,2021
NV,institutional,u18,761,2021
NV,other_noninstitutional,18_25,1059,2021
NV,other_noninstitutional,35_44,39,2021
NV,other_noninstitutional,45_54,720,2021
NV,other_noninstitutional,55_64,1843,2021
NV,other_noninstitutional,65p,1800,2021
NV,other_noninstitutional,u18,49,2021
NY,dorm_student,18_25,220649,2021
NY,institutional,18_25,13515,2021
NY,institutional,26_34,25992,2021
NY,institutional,35_44,28971,2021
NY,institutional,45_54,18819,2021
NY,institutional,55_64,21670,2021
NY,institutional,65p,92049,2021
NY,institutional,u18,6097,2021
NY,other_noninstitutional,18_25,16099,2021
NY,other_noninstitutional,26_34,30950,2021
NY,other_noninstitutional,35_44,25702,2021
NY,other_noninstitutional,45_54,18592,2021
NY,other_noninstitutional,55_64,19956,2021
NY,other_noninstitutional,65p,20105,2021
NY,other_noninstitutional,u18,10839,2021
OH,dorm_student,18_25,113554,2021
OH,institutional,18_25,9434,2021
OH,institutional,26_34,24005,2021
OH,institutional,35_44,23841,2021
OH,institutional,45_54,14863,2021
OH,institutional,55_64,17524,2021
OH,institutional,65p,61360,2021
OH,institutional,u18,3528,2021
OH,other_noninstitutional,18_25,2604,2021
OH,other_noninstitutional,26_34,4369,2021
OH,other_noninstitutional,35_44,4981,2021
OH,other_noninstitutional,45_54,6814,2021
OH,other_noninstitutional,55_64,5869,2021
OH,other_noninstitutional,65p,5710,2021
OH,other_noninstitutional,u18,2904,2021
OK,dorm_student,18_25,29798,2021
OK,institutional,18_25,3281,2021
OK,institutional,26_34,11891,2021
OK,institutional,35_44,11323,2021
OK,institutional,45_54,6278,2021
OK,institutional,55_64,7834,2021
OK,institutional,65p,14662,2021
OK,institutional,u18,1307,2021
OK,other_noninstitutional,18_25,7508,2021
OK,other_noninstitutional,26_34,2437,2021
OK,other_noninstitutional,35_44,781,2021
OK,other_noninstitutional,45_54,559,2021
OK,other_noninstitutional,55_64,1436,2021
OK,other_noninstitutional,65p,1805,2021
OK,other_noninstitutional,u18,989,2021
OR,dorm_student,18_25,26728,2021
OR,institutional,18_25,3076,2021
OR,institutional,26_34,6630,2021
OR,institutional,35_44,7021,2021
OR,institutional,45_54,3348,2021
OR,institutional,55_64,4622,2021
OR,institutional,65p,9726,2021
OR,institutional,u18,1068,2021
OR,other_noninstitutional,18_25,2752,2021
OR,other_noninstitutional,26_34,2510,2021
OR,other_noninstitutional,35_44,2449,2021
OR,other_noninstitutional,45_54,4107,2021
OR,other_noninstitutional,55_64,1618,2021
OR,other_noninstitutional,65p,8523,2021
OR,other_noninstitutional,u18,1106,2021
PA,dorm_student,18_25,167017,2021
PA,institutional,18_25,12812,2021
PA,institutional,26_34,28047,2021
PA,institutional,35_44,29734,2021
PA,institutional,45_54,18686,2021
PA,institutional,55_64,18195,2021
PA,institutional,65p,74552,2021
PA,institutional,u18,7304,2021
PA,other_noninstitutional,18_25,3572,2021
PA,other_noninstitutional,26_34,8207,2021
PA,other_noninstitutional,35_44,7680,2021
PA,other_noninstitutional,45_54,8972,2021
PA,other_noninstitutional,55_64,9540,2021
PA,other_noninstitutional,65p,13840,2021
PA,other_noninstitutional,u18,2351,2021
RI,dorm_student,18_25,25803,2021
RI,institutional,18_25,157,2021
RI,institutional,26_34,1215,2021
RI,institutional,35_44,934,2021
RI,institutional,45_54,578,2021
RI,institutional,55_64,936,2021
RI,institutional,65p,7214,2021
RI,institutional,u18,412,2021
RI,other_noninstitutional,18_25,1260,2021
RI,other_noninstitutional,26_34,1108,2021
RI,other_noninstitutional,35_44,310,2021
RI,other_noninstitutional,45_54,428,2021
RI,other_noninstitutional,55_64,566,2021
RI,other_noninstitutional,65p,583,2021
RI,other_noninstitutional,u18,292,2021
SC,dorm_student,18_25,46398,2021
SC,institutional,18_25,3270,2021
SC,institutional,26_34,7639,2021
SC,institutional,35_44,11186,2021
SC,institutional,45_54,6535,2021
SC,institutional,55_64,4798,2021
SC,institutional,65p,14089,2021
SC,institutional,u18,2190,2021
SC,other_noninstitutional,18_25,13507,2021
SC,other_noninstitutional,26_34,5461,2021
SC,other_noninstitutional,35_44,1308,2021
SC,other_noninstitutional,45_54,1305,2021
SC,other_noninstitutional,55_64,2057,2021
SC,other_noninstitutional,65p,556,2021
SC,other_noninstitutional,u18,1295,2021
SD,dorm_student,18_25,9341,2021
SD,institutional,18_25,770,2021
SD,institutional,26_34,1915,2021
SD,institutional,35_44,2260,2021
SD,institutional,45_54,773,2021
SD,institutional,55_64,969,2021
SD,institutional,65p,5682,2021
SD,institutional,u18,1242,2021
SD,other_noninstitutional,18_25,2127,2021
SD,other_noninstitutional,26_34,1210,2021
SD,other_noninstitutional,35_44,1835,2021
SD,other_noninstitutional,45_54,377,2021
SD,other_noninstitutional,55_64,1867,2021
SD,other_noninstitutional,65p,1155,2021
SD,other_noninstitutional,u18,46,2021
TN,dorm_student,18_25,50487,2021
TN,institutional,18_25,8303,2021
TN,institutional,26_34,14237,2021
TN,institutional,35_44,15518,2021
TN,institutional,45_54,10308,2021
TN,institutional,55_64,7642,2021
TN,institutional,65p,24146,2021
TN,institutional,u18,2725,2021
TN,other_noninstitutional,18_25,3161,2021
TN,other_noninstitutional,26_34,1986,2021
TN,other_noninstitutional,35_44,2336,2021
TN,other_noninstitutional,45_54,2759,2021
TN,other_noninstitutional,55_64,4182,2021
TN,other_noninstitutional,65p,1803,2021
TN,other_noninstitutional,u18,665,2021
TX,dorm_student,18_25,141397,2021
TX,institutional,18_25,32962,2021
TX,institutional,26_34,66108,2021
TX,institutional,35_44,76658,2021
TX,institutional,45_54,51324,2021
TX,institutional,55_64,35840,2021
TX,institutional,65p,65495,2021
TX,institutional,u18,8671,2021
TX,other_noninstitutional,18_25,33364,2021
TX,other_noninstitutional,26_34,9330,2021
TX,other_noninstitutional,35_44,8052,2021
TX,other_noninstitutional,45_54,6774,2021
TX,other_noninstitutional,55_64,10286,2021
TX,other_noninstitutional,65p,11713,2021
TX,other_noninstitutional,u18,4196,2021
UT,dorm_student,18_25,16933,2021
UT,institutional,18_25,1728,2021
UT,institutional,26_34,3844,2021
UT,institutional,35_44,3610,2021
UT,institutional,45_54,1996,2021
UT,institutional,55_64,2456,2021
UT,institutional,65p,4464,2021
UT,institutional,u18,2597,2021
UT,other_noninstitutional,18_25,1540,2021
UT,other_noninstitutional,26_34,1504,2021
UT,other_noninstitutional,35_44,1169,2021
UT,other_noninstitutional,45_54,2039,2021
UT,other_noninstitutional,55_64,1310,2021
UT,other_noninstitutional,65p,1797,2021
UT,other_noninstitutional,u18,70,2021
VA,dorm_student,18_25,88649,2021
VA,institutional,18_25,6510,2021
VA,institutional,26_34,20384,2021
VA,institutional,35_44,19903,2021
VA,institutional,45_54,10994,2021
VA,institutional,55_64,9712,2021
VA,institutional,65p,21517,2021
VA,institutional,u18,2949,2021
VA,other_noninstitutional,18_25,32609,2021
VA,other_noninstitutional,26_34,6733,2021
VA,other_noninstitutional,35_44,3987,2021
VA,other_noninstitutional,45_54,2419,2021
VA,other_noninstitutional,55_64,3843,2021
VA,other_noninstitutional,65p,3114,2021
VA,other_noninstitutional,u18,1454,2021
VT,dorm_student,18_25,17644,2021
VT,institutional,18_25,45,2021
VT,institutional,26_34,482,2021
VT,institutional,35_44,407,2021
VT,institutional,45_54,190,2021
VT,institutional,55_64,482,2021
VT,institutional,65p,3289,2021
VT,institutional,u18,133,2021
VT,other_noninstitutional,18_25,142,2021
VT,other_noninstitutional,26_34,64,2021
VT,other_noninstitutional,35_44,295,2021
VT,other_noninstitutional,45_54,168,2021
VT,other_noninstitutional,55_64,108,2021
VT,other_noninstitutional,65p,1920,2021
VT,other_noninstitutional,u18,363,2021
WA,dorm_student,18_25,42213,2021
WA,institutional,18_25,2944,2021
WA,institutional,26_34,10406,2021
WA,institutional,35_44,11101,2021
WA,institutional,45_54,5426,2021
WA,institutional,55_64,4133,2021
WA,institutional,65p,19017,2021
WA,institutional,u18,1702,2021
WA,other_noninstitutional,18_25,13557,2021
WA,other_noninstitutional,26_34,6055,2021
WA,other_noninstitutional,35_44,4472,2021
WA,other_noninstitutional,45_54,4799,2021
WA,other_noninstitutional,55_64,5706,2021
WA,other_noninstitutional,65p,9242,2021
WA,other_noninstitutional,u18,2831,2021
WI,dorm_student,18_25,56869,2021
WI,institutional,18_25,6416,2021
WI,institutional,26_34,11333,2021
WI,institutional,35_44,10098,2021
WI,institutional,45_54,6526,2021
WI,institutional,55_64,5182,2021
WI,institutional,65p,22096,2021
WI,institutional,u18,1894,2021
WI,other_noninstitutional,18_25,840,2021
WI,other_noninstitutional,26_34,2231,2021
WI,other_noninstitutional,35_44,2503,2021
WI,other_noninstitutional,45_54,1767,2021
WI,other_noninstitutional,55_64,4064,2021
WI,other_noninstitutional,65p,6510,2021
WI,other_noninstitutional,u18,95,2021
WV,dorm_student,18_25,15816,2021
WV,institutional,18_25,1170,2021
WV,institutional,26_34,5689,2021
