period,dollars,group_dimension,group,measure,dollars_B,avg,pct_chg_ati
avg_2030_2039,2026,Income,Quintile 4,gambling,2.4034674019833187,62.25419293239973,-6.581883012691584e-4
avg_2030_2039,2026,Income,Quintile 4,guns,0.1725538791933983,4.4693250343325595,-4.724812222467452e-5
avg_2030_2039,2026,Income,Quintile 4,alcohol,4.990376772179791,129.23008871726043,-0.001365358285312248
avg_2030_2039,2026,Income,Quintile 4,tobacco,0.06849252058321985,1.7744277528174988,-1.877131128124146e-5
avg_2030_2039,2026,Income,Quintile 4,carried_interest,0.08501438286692782,2.1958673562001207,-2.3024384023573766e-5
avg_2030_2039,2026,Income,Quintile 4,qsbs,0.31274564477796746,8.098337010115728,-8.554773881928838e-5
avg_2030_2039,2026,Income,Quintile 4,oz,0.1488305704016418,3.858739814063999,-4.0896798808484375e-5
avg_2030_2039,2026,Income,Quintile 4,cola_ss,-2.9188428921306326,-75.42363073024865,7.921657451819539e-4
avg_2030_2039,2026,Income,Quintile 4,cola_snap,-0.023354252175548814,-0.6040267970818629,6.361560214198175e-6
avg_2030_2039,2026,Income,Quintile 4,cola_ssi,-0.026806489870966836,-0.6929590357632259,7.286705946838126e-6
avg_2030_2039,2026,Income,Quintile 4,all_excises,30.4701632789085,789.1690013259274,-0.008341655356315264
avg_2030_2039,2026,Income,Quintile 4,all_income_tax,0.5465905980465371,14.152944180379848,-1.4946892165134654e-4
avg_2030_2039,2026,Income,Quintile 4,all_measures,31.016753876955036,803.3219455063073,-0.00849112427796661
avg_2030_2039,2026,Income,Quintile 4,benefit_offset,-2.9690036341771484,-76.72061656309373,8.058140113429902e-4
avg_2030_2039,2026,Income,Quintile 4,all_excises_net,27.50115964473135,712.4483847628337,-0.007535841344972273
avg_2030_2039,2026,Income,Quintile 4,all_measures_net,28.047750242777887,726.6013289432135,-0.00768531026662362
avg_2030_2039,2026,Income,Quintile 5,carbon,39.685828595749044,1027.8393584558296,-0.003406215950827086
avg_2030_2039,2026,Income,Quintile 5,gambling,6.550214821518618,169.65965975244532,-5.623466018102535e-4
avg_2030_2039,2026,Income,Quintile 5,guns,0.5341945740237182,13.835962693971853,-4.5856462431133116e-5
avg_2030_2039,2026,Income,Quintile 5,alcohol,8.243839120420823,213.46923672906888,-7.070552673439034e-4
avg_2030_2039,2026,Income,Quintile 5,tobacco,0.07144444931025004,1.850863206321321,-6.137962827585996e-6
avg_2030_2039,2026,Income,Quintile 5,carried_interest,10.443828399962099,269.8401170059887,-8.885698148920856e-4
avg_2030_2039,2026,Income,Quintile 5,qsbs,9.095268654383553,235.58122009580995,-7.808599711287146e-4
avg_2030_2039,2026,Income,Quintile 5,oz,4.3428503425828895,112.63767470865764,-3.74407348397113e-4
avg_2030_2039,2026,Income,Quintile 5,cola_ss,-3.4129913699263414,-88.2033072913969,2.908378390576213e-4
avg_2030_2039,2026,Income,Quintile 5,cola_snap,-0.01278923333422911,-0.33076197402714164,1.0928600305558677e-6
avg_2030_2039,2026,Income,Quintile 5,cola_ssi,-0.014839306892856641,-0.3835859510255596,1.2655961798208518e-6
avg_2030_2039,2026,Income,Quintile 5,all_excises,55.08552156102246,1426.655080837637,-0.004727612245239962
avg_2030_2039,2026,Income,Quintile 5,all_income_tax,23.881947396928542,618.0590118104562,-0.002043837134417913
avg_2030_2039,2026,Income,Quintile 5,all_measures,78.967468957951,2044.7140926480934,-0.006771449379657875
avg_2030_2039,2026,Income,Quintile 5,benefit_offset,-3.440619910153427,-88.9176552164496,2.93196295267998e-4
avg_2030_2039,2026,Income,Quintile 5,all_excises_net,51.64490165086903,1337.7374256211874,-0.004434415949971964
avg_2030_2039,2026,Income,Quintile 5,all_measures_net,75.52684904779757,1955.7964374316437,-0.006478253084389877
avg_2030_2039,2026,Income,Top 10%,carbon,24.804617212992184,1284.8127315217089,-0.0028625515217798932
avg_2030_2039,2026,Income,Top 10%,gambling,4.160147441038887,215.50070932884483,-4.8021867156366934e-4
avg_2030_2039,2026,Income,Top 10%,guns,0.33927544117561115,17.574348363942715,-3.915934605404464e-5
avg_2030_2039,2026,Income,Top 10%,alcohol,4.6925031061507365,243.01129468972835,-5.411381527756871e-4
avg_2030_2039,2026,Income,Top 10%,tobacco,0.043459159251961636,2.2516683781648585,-5.020168905345986e-6
avg_2030_2039,2026,Income,Top 10%,carried_interest,10.275245697147467,530.94878200395965,-0.0011754742241743684
avg_2030_2039,2026,Income,Top 10%,qsbs,8.636612608733897,447.39175380301646,-9.969908355711963e-4
avg_2030_2039,2026,Income,Top 10%,oz,4.124492560893452,213.9441997346785,-4.781052124914013e-4
avg_2030_2039,2026,Income,Top 10%,cola_ss,-1.4082938640931757,-72.78739008918093,1.6136136216027866e-4
avg_2030_2039,2026,Income,Top 10%,cola_snap,-0.006672643478728231,-0.34512948414991085,7.666667621604418e-7
avg_2030_2039,2026,Income,Top 10%,cola_ssi,-0.00670162246774171,-0.346450740504936,7.685127943536943e-7
avg_2030_2039,2026,Income,Top 10%,all_excises,34.04000236060938,1763.1507522823897,-0.00392808786107864
avg_2030_2039,2026,Income,Top 10%,all_income_tax,23.036350866774814,1192.2847355416545,-0.002650570272236966
avg_2030_2039,2026,Income,Top 10%,all_measures,57.076353227384196,2955.4354878240442,-0.006578658133315606
avg_2030_2039,2026,Income,Top 10%,benefit_offset,-1.4216681300396456,-73.47897031383577,1.6289654171679278e-4
avg_2030_2039,2026,Income,Top 10%,all_excises_net,32.61833423056974,1689.671781968554,-0.0037651913193618475
avg_2030_2039,2026,Income,Top 10%,all_measures_net,55.654685097344554,2881.9565175102084,-0.006415761591598814
avg_2030_2039,2026,Income,Top 5%,carbon,15.858112119344332,1642.8279923575817,-0.002417321803937877
avg_2030_2039,2026,Income,Top 5%,gambling,2.685165027395775,278.191881411688,-4.0941464219917343e-4
avg_2030_2039,2026,Income,Top 5%,guns,0.21898553757010866,22.686930282828293,-3.338571349632076e-5
avg_2030_2039,2026,Income,Top 5%,alcohol,2.65807255296751,275.3085995370964,-4.048793627657332e-4
avg_2030_2039,2026,Income,Top 5%,tobacco,0.027083091206098538,2.806435174569354,-4.132359996555629e-6
avg_2030_2039,2026,Income,Top 5%,carried_interest,10.064060426345582,1040.100289576283,-0.0015208784834620113
avg_2030_2039,2026,Income,Top 5%,qsbs,8.163393302414857,845.7842220919938,-0.0012448587085070913
avg_2030_2039,2026,Income,Top 5%,oz,3.8987467909921474,404.482168870288,-5.969915598000831e-4
avg_2030_2039,2026,Income,Top 5%,cola_ss,-0.7123203093507349,-73.63256646269352,1.0780900337045033e-4
avg_2030_2039,2026,Income,Top 5%,cola_snap,-0.003892375362591468,-0.40265856993583754,5.90771134218284e-7
avg_2030_2039,2026,Income,Top 5%,cola_ssi,-0.0023934365956220396,-0.24746947895401283,3.6256855707607e-7
avg_2030_2039,2026,Income,Top 5%,all_excises,21.447418328483824,2221.821838763764,-0.00326913388239566
avg_2030_2039,2026,Income,Top 5%,all_income_tax,22.126200519752587,2290.366680538565,-0.0033627287517691857
avg_2030_2039,2026,Income,Top 5%,all_measures,43.573618848236414,4512.188519302328,-0.006631862634164845
avg_2030_2039,2026,Income,Top 5%,benefit_offset,-0.7186061213089484,-74.28269451158336,1.0876234306174467e-4
avg_2030_2039,2026,Income,Top 5%,all_excises_net,20.728812207174876,2147.5391442521804,-0.0031603715393339156
avg_2030_2039,2026,Income,Top 5%,all_measures_net,42.85501272692746,4437.905824790745,-0.006523100291103101
avg_2030_2039,2026,Income,Top 1%,carbon,5.828603345813501,3018.744243677113,-0.0016023056029274235
avg_2030_2039,2026,Income,Top 1%,gambling,0.9732516405007264,504.1024907012749,-2.676148409136835e-4
avg_2030_2039,2026,Income,Top 1%,guns,0.07937224807997081,41.11016561298686,-2.182262065113001e-5
avg_2030_2039,2026,Income,Top 1%,alcohol,0.711879402083114,368.6168728844668,-1.9554472299493825e-4
avg_2030_2039,2026,Income,Top 1%,tobacco,0.00933286712087417,4.834967336384757,-2.5681023745284706e-6
avg_2030_2039,2026,Income,Top 1%,carried_interest,9.194085394119465,4750.247943449446,-0.002505561490419395
avg_2030_2039,2026,Income,Top 1%,qsbs,6.838535478660379,3542.158067724539,-0.0018805748184990332
avg_2030_2039,2026,Income,Top 1%,oz,3.266014112413178,1693.9785228386486,-9.017862099023741e-4
avg_2030_2039,2026,Income,Top 1%,cola_ss,-0.1408554910921141,-72.7924163746326,3.844947669644131e-5
avg_2030_2039,2026,Income,Top 1%,cola_snap,-0.0011121072464547056,-0.5751556613932975,3.0442059064056527e-7
avg_2030_2039,2026,Income,Top 1%,cola_ssi,-4.786873191244079e-4,-0.24743827483203762,1.3078073103163543e-7
avg_2030_2039,2026,Income,Top 1%,all_excises,7.602439503598187,3937.4087402122263,-0.0020898558898617037
avg_2030_2039,2026,Income,Top 1%,all_income_tax,19.298634985193022,9986.384534012634,-0.005287922518820803
avg_2030_2039,2026,Income,Top 1%,all_measures,26.90107448879121,13923.79327422486,-0.007377778408682506
avg_2030_2039,2026,Income,Top 1%,benefit_offset,-0.1424462856576932,-73.61501031085793,3.888467801811351e-5
avg_2030_2039,2026,Income,Top 1%,all_excises_net,7.459993217940493,3863.793729901369,-0.0020509712118435904
avg_2030_2039,2026,Income,Top 1%,all_measures_net,26.758628203133515,13850.178263914002,-0.007338893730664393
avg_2030_2039,2026,Income,Top 0.1%,carbon,1.248450229041274,6466.661856579117,-7.323877168089044e-4
avg_2030_2039,2026,Income,Top 0.1%,gambling,0.19806005954921416,1025.9804208658989,-1.1621924856187221e-4
avg_2030_2039,2026,Income,Top 0.1%,guns,0.016152578868940858,83.67021206855763,-9.477115930900971e-6
avg_2030_2039,2026,Income,Top 0.1%,alcohol,0.11498346134838316,595.4693350001086,-6.740498256475546e-5
avg_2030_2039,2026,Income,Top 0.1%,tobacco,0.0018910799570791101,9.79801827154108,-1.1104740783145912e-6
avg_2030_2039,2026,Income,Top 0.1%,carried_interest,7.187529584516235,37141.29500575276,-0.004180432212175367
avg_2030_2039,2026,Income,Top 0.1%,qsbs,5.03152065311588,26065.4961288543,-0.0029530369078890092
avg_2030_2039,2026,Income,Top 0.1%,oz,2.403398826587091,12467.416054160492,-0.0014164019247927676
avg_2030_2039,2026,Income,Top 0.1%,cola_ss,-0.015999399741438578,-82.69246974261092,9.319563013797032e-6
avg_2030_2039,2026,Income,Top 0.1%,cola_snap,-1.1119647737894403e-4,-0.5751556613932975,6.495736782549168e-8
avg_2030_2039,2026,Income,Top 0.1%,cola_ssi,-4.786243790865465e-5,-0.24743827483203762,2.7905901792174458e-8
avg_2030_2039,2026,Income,Top 0.1%,all_excises,1.5795374087648912,8181.579842785223,-9.265995379447476e-4
avg_2030_2039,2026,Income,Top 0.1%,all_income_tax,14.622449064219206,75674.20718876756,-0.008549871044857143
avg_2030_2039,2026,Income,Top 0.1%,all_measures,16.201986472984096,83855.78703155278,-0.009476470582801893
avg_2030_2039,2026,Income,Top 0.1%,benefit_offset,-0.016158458656726177,-83.51506367883626,9.412426283414698e-6
avg_2030_2039,2026,Income,Top 0.1%,all_excises_net,1.5633789501081652,8098.064779106387,-9.171871116613329e-4
avg_2030_2039,2026,Income,Top 0.1%,all_measures_net,16.18582801432737,83772.27196787394,-0.009467058156518476
avg_2030_2039,2026,Income,Negative income,carbon,0.9688771942775573,497.3688885508297,0.0016010243844390042
avg_2030_2039,2026,Income,Negative income,gambling,0.04517713461601468,23.19371714062359,7.467146359583009e-5
avg_2030_2039,2026,Income,Negative income,guns,0.002913204413265645,1.4955632098553886,4.814605168210671e-6
avg_2030_2039,2026,Income,Negative income,alcohol,0.13103618152563973,67.24671896627807,2.1635632980066932e-4
avg_2030_2039,2026,Income,Negative income,tobacco,0.005496585530227779,2.8226702072111443,9.091483313863138e-6
avg_2030_2039,2026,Income,Negative income,carried_interest,0.07879679204616588,40.32728208939922,1.2915438028071968e-4
avg_2030_2039,2026,Income,Negative income,qsbs,0.14806553552490695,76.006843084492,2.446499849099577e-4
avg_2030_2039,2026,Income,Negative income,oz,0.07064305856478678,36.29780785721921,1.1710027551159641e-4
avg_2030_2039,2026,Income,Negative income,cola_ss,-0.22869560834685232,-117.1021627810328,-3.7534407064532526e-4
avg_2030_2039,2026,Income,Negative income,cola_snap,-0.014954701922466231,-7.6671471792733845,-2.4626549053228048e-5
avg_2030_2039,2026,Income,Negative income,cola_ssi,-0.013957736595008163,-7.150600018699252,-2.2938699888251195e-5
avg_2030_2039,2026,Income,Negative income,all_excises,1.1535003003627051,592.1275580747979,0.0019059582663175775
avg_2030_2039,2026,Income,Negative income,all_income_tax,0.29750538613585964,152.63193303111044,4.909046407022738e-4
avg_2030_2039,2026,Income,Negative income,all_measures,1.4510056864985645,744.7594911059083,0.002396862907019851
avg_2030_2039,2026,Income,Negative income,benefit_offset,-0.2576080468643267,-131.91990997900544,-4.2290931958680446e-4
avg_2030_2039,2026,Income,Negative income,all_excises_net,0.8958922534983783,460.2076480957924,0.001483048946730773
avg_2030_2039,2026,Income,Negative income,all_measures_net,1.1933976396342378,612.8395811269029,0.0019739535874330467
avg_2030_2039,2026,Income,Overall,carbon,104.61547447096419,536.4977085655423,-0.005611213671291757
avg_2030_2039,2026,Income,Overall,gambling,11.581251238606962,59.39613953715076,-6.213340891092917e-4
avg_2030_2039,2026,Income,Overall,guns,0.9830112835490703,5.041354531315464,-5.2732152612562245e-5
avg_2030_2039,2026,Income,Overall,alcohol,20.445165249231888,104.8290995627527,-0.0010958189351535032
avg_2030_2039,2026,Income,Overall,tobacco,0.34200508631750653,1.7543450768835982,-1.8361475375178067e-5
avg_2030_2039,2026,Income,Overall,carried_interest,10.660089403203036,54.53651521008085,-5.665717416439381e-4
avg_2030_2039,2026,Income,Overall,qsbs,9.739361427828548,49.94988754658817,-5.225228549709837e-4
avg_2030_2039,2026,Income,Overall,oz,4.649657134226617,23.87828852568743,-2.505866384195867e-4
avg_2030_2039,2026,Income,Overall,cola_ss,-12.852791710073493,-65.76207914122637,6.83772946333006e-4
avg_2030_2039,2026,Income,Overall,cola_snap,-0.5482688725021697,-2.8077060641608766,2.926703326920994e-5
avg_2030_2039,2026,Income,Overall,cola_ssi,-0.46863488542279524,-2.398663889914502,2.4966124686892573e-5
avg_2030_2039,2026,Income,Overall,all_excises,137.9669073286696,707.5186472736448,-0.007399460323542292
avg_2030_2039,2026,Income,Overall,all_income_tax,25.0491079652582,128.36469128235646,-0.0013396812350345087
avg_2030_2039,2026,Income,Overall,all_measures,163.0160152939278,835.8833385560013,-0.0087391415585768
avg_2030_2039,2026,Income,Overall,benefit_offset,-13.869695467998458,-70.96844909530175,7.380061042891085e-4
avg_2030_2039,2026,Income,Overall,all_excises_net,124.09721186067117,636.5501981783431,-0.006661454219253183
avg_2030_2039,2026,Income,Overall,all_measures_net,149.14631982592937,764.9148894606996,-0.008001135454287692
