year,group_dimension,group,income_cutoff,share_income,share_consumption,measure,dollars_B,avg,pct_chg_ati
2030,Income,Negative income,-1711570725,-0.026160196848670037,0.009680708957476285,gambling,0.046995061502297465,24.67212514083785,7.270355972127559e-5
2030,Income,Negative income,-1711570725,-0.026160196848670037,0.009680708957476285,guns,0.0031349180632495796,1.6458131618571334,4.849864971910485e-6
2030,Income,Negative income,-1711570725,-0.026160196848670037,0.009680708957476285,alcohol,0.12942964315254732,67.94978558837553,2.0023371583809043e-4
2030,Income,Negative income,-1711570725,-0.026160196848670037,0.009680708957476285,tobacco,0.005137482032679007,2.697147222860126,7.947925161489541e-6
2030,Income,Negative income,-1711570725,-0.026160196848670037,0.009680708957476285,all_excises,1.1708191632257567,614.6730313563849,0.0018113120450376748
2030,Income,Overall,-1711570725,1,1,carbon,101.6,532.345956861933,-0.005399070494053873
2030,Income,Overall,-1711570725,1,1,gambling,11.4,59.73173138017752,-6.058012168525014e-4
2030,Income,Overall,-1711570725,1,1,guns,1,5.239625559664694,-5.314045761864048e-5
2030,Income,Overall,-1711570725,1,1,alcohol,19.4,101.64873585749508,-0.0010309248778016253
2030,Income,Overall,-1711570725,1,1,tobacco,0.3,1.5718876678994085,-1.5942137285592143e-5
2030,Income,Overall,-1711570725,1,1,all_excises,133.7,700.5379373271697,-0.007104879183612233
