model,state,year,n,match_15,match_100,share_both_zero,mean_abs_diff,median_abs_diff,p90_abs_diff,p99_abs_diff,mean_signed,n_clean,match_15_clean,match_100_clean
taxsim,AR,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,AR,2020,16529,0.3037086333111501,0.43535604089781593,0.17042773307520115,9832.465706810808,202.59663422796484,10283.57730701888,159514.69558572076,-1261.233605911979,11502,0.3369848721961398,0.45792036167623024
taxsim,AR,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AR,2021,1172,0.24232081911262798,0.378839590443686,0.12286689419795221,41086.74621930459,250.33492896735834,11122.606707708861,449842.23750576883,37546.51882308929,262,0.48854961832061067,0.6183206106870229
policyengine,AR,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AR,2022,1141,0.16389132340052587,0.24715162138475022,0.13409290096406662,35453.523757654,289.545605526941,9127.055132795693,391552.9348046882,32966.200790708055,301,0.3488372093023256,0.4219269102990033
policyengine,AR,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AR,2023,1157,0.16076058772687987,0.36387208297320656,0.12618841832324978,14689.851482195527,209.9755202559245,9238.005066138505,201003.69984801815,12352.003532121487,336,0.29464285714285715,0.5535714285714286
policyengine,AR,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AR,2024,1150,0.23391304347826086,0.4373913043478261,0.12347826086956522,20222.547437907906,163.75012379509838,9418.842263795757,207342.52772335976,17604.604286844562,346,0.45664739884393063,0.6416184971098265
policyengine,AR,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,AZ,2017,16848,0.18868708452041785,0.5408357075023742,0.00593542260208926,1121.7748369841104,83.5472964239799,1944.1733849068544,12705.077201118836,768.9568109281507,12092,0.23379093615613628,0.5845186900430036
taxsim,AZ,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,AZ,2018,16697,0.23141881775169193,0.6724561298436845,0.00449182487872072,262.6759206976734,60.98212458884518,310.6824790942176,2698.764244581396,77.38541047429234,12037,0.27880701171388217,0.7149621998836919
taxsim,AZ,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,AZ,2019,16513,0.3359171561799794,0.7802337552231575,0.01083994428631987,417.2275113644514,26.294523056983632,245.38953231995993,2983.671446664968,-152.81379850778902,11930,0.40284995808885166,0.8309304274937134
taxsim,AZ,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,AZ,2020,16529,0.32095105572024923,0.7524956137697381,0.01113194990622542,298.6934035184835,34.66731180824718,340.6794150316029,2527.1682117456585,-29.221934759588702,11502,0.3965397322204834,0.8275952008346374
taxsim,AZ,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AZ,2021,777,0.15057915057915058,0.5379665379665379,0.001287001287001287,46605.10820165543,95.19306850502142,16887.40198255858,247002.76819621664,45919.378234638716,205,0.2926829268292683,0.9024390243902439
policyengine,AZ,2021,759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AZ,2022,1141,0.20508326029798424,0.5083260297984225,0.016652059596844872,5658.987510967161,100,1069.4251891679996,39719.77646256477,5036.11769564032,300,0.44666666666666666,0.91
policyengine,AZ,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AZ,2023,1157,0.1961970613656007,0.526361279170268,0.024200518582541054,3135.894449625099,96.88591694575621,793.9601334821887,23235.504291201294,2684.1503513629496,336,0.4642857142857143,0.8928571428571429
policyengine,AZ,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,AZ,2024,1150,0.21913043478260869,0.5182608695652174,0.019130434782608695,6136.0727144289585,100,1065.3825921721257,56818.633876512205,5281.326773077709,345,0.48985507246376814,0.9014492753623189
policyengine,AZ,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CA,2017,8678,0.8613735883844204,0.9521779211799954,0.345471306752708,38.89746184468917,0.05489212326316917,34.705999999999996,632.2711588217926,17.683012326958185,6646,0.9380078242551912,0.985404754739693
taxsim,CA,2017,11835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CA,2018,9583,0.8484816863195241,0.9311280392361474,0.30115830115830117,133.44198017308167,0.1454205792857124,48.06050487073669,1548.9432828851986,33.53468746847814,7180,0.9220055710306406,0.9772980501392756
taxsim,CA,2018,10932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CA,2019,9538,0.8368630740197106,0.9157055986579996,0.2719647724889914,92.84027031898084,0.22414765502236375,64.61625789717367,1698.3159745652442,7.5172919066256,7181,0.914775100960869,0.9721487258042056
taxsim,CA,2019,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CA,2020,9668,0.8206454282167976,0.9092883740173768,0.2759619362846504,115.63872366444744,0.2598108234431038,78.33143309364156,1864.820753799659,-11.132693750534418,6940,0.9077809798270894,0.9690201729106628
taxsim,CA,2020,10845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CA,2021,665,0.5428571428571428,0.637593984962406,0.24511278195488723,2854.4837435659224,4.86142115485336,2153.99924456964,16729.53522967358,264.24266126095984,216,0.9583333333333334,0.9953703703703703
policyengine,CA,2021,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CA,2022,647,0.5533230293663061,0.6398763523956723,0.1947449768160742,1746.243963392869,4.289999999999992,2296.6492186964642,17827.355995373306,-412.1227661655988,229,0.8820960698689956,0.9650655021834061
policyengine,CA,2022,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CA,2023,646,0.5681114551083591,0.6346749226006192,0.20123839009287925,977.3229588778474,2.56422731883697,2381.1887497612233,15342.413739831987,145.3727168378416,249,0.9437751004016064,0.9839357429718876
policyengine,CA,2023,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CA,2024,646,0.5820433436532507,0.6501547987616099,0.21981424148606812,1234.6030507523474,4.236922397713274,2485.4207675909283,18350.750730543088,-70.56732256266788,270,0.9074074074074074,0.9666666666666667
policyengine,CA,2024,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CO,2017,16848,0.4295465337132004,0.5490859449192782,0.13924501424501423,1185.9718644384827,48.489868869161114,1643.7212882198924,13331.232518765122,667.922371830009,12092,0.5320873304664241,0.6067648031756533
taxsim,CO,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CO,2018,16697,0.4760136551476314,0.618254776307121,0.14098341019344793,1034.1094825472417,22.883398300576573,1862.2434607829364,17623.632361131196,-790.8138947694175,12037,0.5886018110824957,0.6886267342361053
taxsim,CO,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CO,2019,16513,0.4765336401622964,0.6210258584145825,0.14097983407012657,1107.6094667993077,21.871928330492665,1763.9420255430175,16176.01040817882,-803.8524740554681,11930,0.5895222129086337,0.6924559932942163
taxsim,CO,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CO,2020,16529,0.4674813963337165,0.6109867505596225,0.13866537600580797,1104.9292484072575,24.270751472267968,1821.0321511824984,19439.2072934905,-861.1946526933101,11502,0.5785950269518345,0.6802295252999478
taxsim,CO,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CO,2021,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CO,2022,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CO,2023,1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CO,2024,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CT,2017,14881,0.5525166319467778,0.8619044419057859,0.15032591895705935,233.4478634346606,10.89224838346911,151.73135268350234,1345.8675100705746,-81.71899345738773,11192,0.65162616154396,0.9360257326661902
taxsim,CT,2017,5632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CT,2018,14707,0.5469504317671857,0.8608825729244577,0.1463248793091725,116.3245592893796,11.097864406290682,154.73979231869453,1249.4761272209705,26.37119858493704,11130,0.6428571428571429,0.936208445642408
taxsim,CT,2018,5808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CT,2019,14638,0.5181035660609373,0.8263423965022544,0.1482442956688072,122.8740101325445,13.33473953339032,251.10196088049508,1341.017063137708,53.771507064346814,11035,0.612324422292705,0.9031264159492524
taxsim,CT,2019,5876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,CT,2020,14582,0.507680702235633,0.7927581950349746,0.15217391304347827,151.86726689271174,14.144047819367517,465.3631836318559,1676.9025493729716,76.2630029515556,10613,0.6184867615188919,0.8881560350513521
taxsim,CT,2020,5931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CT,2021,1172,0.3583617747440273,0.4906143344709898,0.11348122866894197,2986.863074107877,108.14543990837426,1609.1235026734678,14670.003311053359,1223.5090493587293,262,0.8396946564885496,0.8893129770992366
policyengine,CT,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CT,2022,826,0.4092009685230024,0.4939467312348668,0.13922518159806296,2437.393273214377,101.17949054209592,2328.8465116139123,22870.108954539995,683.2609353260433,210,0.7523809523809524,0.8428571428571429
policyengine,CT,2022,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CT,2023,1157,0.428694900605013,0.4961106309420916,0.14261019878997408,1680.5994918696877,101.09258049402501,1723.1608388102786,17579.642741382075,639.3397282736358,336,0.8601190476190477,0.8898809523809523
policyengine,CT,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,CT,2024,1150,0.40869565217391307,0.49826086956521737,0.13043478260869565,2743.0410395103318,100.66459693879868,2358.011858618853,35179.273328428724,31.660626947274825,346,0.8410404624277457,0.8930635838150289
policyengine,CT,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DC,2017,8603,0.6741834243868418,0.742531674997094,0.19504823898640009,142.96982029434508,0.00404507555700206,480.25035443841296,1476.3662270109196,30.312700768962845,6521,0.7762613096150897,0.8297807084802944
taxsim,DC,2017,11910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DC,2018,10981,0.7247063109006465,0.8275202622711957,0.16510336034969492,101.81931465347616,0.0234753304557671,304.26586477559613,1533.3951027090502,46.17165810145604,8369,0.8443063687417851,0.9169554307563628
taxsim,DC,2018,9534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DC,2019,10806,0.7277438460114751,0.823153803442532,0.167129372570794,110.63569903206036,0.0048178497841036,329.8959334742017,1785.8761035243433,58.10570366775384,8243,0.8478709207812689,0.91544340652675
taxsim,DC,2019,9708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DC,2020,10983,0.7231175452972776,0.8220886825093326,0.16434489665847218,105.03058124565712,0.00481597794623667,315.8789037383681,1637.1378191974854,44.15445454903188,8328,0.8452209414024976,0.914505283381364
taxsim,DC,2020,9530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DC,2021,1172,0.25597269624573377,0.38139931740614336,0.08959044368600683,5706.027390959602,374.99615127432435,3530.2032600493894,70289.6152138255,-22.908945358061487,261,0.6819923371647509,0.7662835249042146
policyengine,DC,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DC,2022,1141,0.3374233128834356,0.43207712532865905,0.1016652059596845,3521.8920765473595,288.57603467348963,2946.8001834832467,33534.93954824652,-73.20173367757994,300,0.79,0.8466666666666667
policyengine,DC,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DC,2023,1157,0.317199654278306,0.40190146931719967,0.10544511668107173,3300.5291019275905,319.3773231329342,2847.254038590012,52238.32962464014,11.229463943620061,337,0.7685459940652819,0.8219584569732937
policyengine,DC,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DC,2024,1150,0.3234782608695652,0.40695652173913044,0.09565217391304348,5257.955776343243,308.0029528394774,3925.167517825491,77414.752012648,-1341.1283423804541,345,0.7565217391304347,0.8347826086956521
policyengine,DC,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DE,2017,9009,0.7999777999777999,0.8811188811188811,0.4156954156954157,57.01584171008933,0.00152974675495443,110.15260535155258,935.0011161914376,-7.874055518931144,6858,0.8689122193059201,0.9095946340040828
taxsim,DE,2017,11504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DE,2018,8989,0.7930804316386695,0.8767382356213149,0.4046056291022361,63.27700060610929,0.0018563980311228,114.22767193981252,1242.26480045915,-7.199054598758222,6887,0.8651081748221287,0.9053288804994918
taxsim,DE,2018,11526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DE,2019,8173,0.8093723235042212,0.8876789428606386,0.4350911537990946,43.99948612101209,0.0013209929027198,109.99945949489702,714.9191141124988,-5.38282493188574,6239,0.8796281455361437,0.9139285141849656
taxsim,DE,2019,12341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,DE,2020,8032,0.7944472111553785,0.8700199203187251,0.42990537848605576,81.00859219433441,0.00126315370704332,125.17383021999828,1505.4987797465042,-43.55533022739686,5947,0.8826298974272743,0.9137380191693292
taxsim,DE,2020,12481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DE,2021,1172,0.36433447098976107,0.5409556313993175,0.13993174061433447,3834.1497511707,69.795,1572.1365370973886,47117.383962260195,-158.9213088191619,261,0.7586206896551724,0.8275862068965517
policyengine,DE,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DE,2022,1141,0.4259421560035057,0.5687992988606485,0.14022787028921999,1939.8772661399785,39.81516998171719,1164.8519853864273,21939.72796114694,53.91353327037907,301,0.813953488372093,0.8571428571428571
policyengine,DE,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DE,2023,1157,0.41659464131374246,0.5566119273984442,0.1512532411408816,1681.9477639603797,45.92277121237021,1265.8301476701463,24829.893584431305,151.6250361399904,336,0.7708333333333334,0.8303571428571429
policyengine,DE,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,DE,2024,1150,0.4026086956521739,0.548695652173913,0.13652173913043478,2726.7542307159733,53.206690715054705,1622.017324497528,40657.040810308725,-507.749566861106,345,0.7768115942028986,0.863768115942029
policyengine,DE,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,FL,2017,16848,1,1,1,0,0,0,0,0,12092,1,1
taxsim,FL,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,FL,2018,16697,1,1,1,0,0,0,0,0,12037,1,1
taxsim,FL,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,FL,2019,16513,1,1,1,0,0,0,0,0,11930,1,1
taxsim,FL,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,FL,2020,16529,1,1,1,0,0,0,0,0,11502,1,1
taxsim,FL,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,FL,2021,1172,1,1,1,0,0,0,0,0,260,1,1
policyengine,FL,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,FL,2022,1141,1,1,1,0,0,0,0,0,300,1,1
policyengine,FL,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,FL,2023,1157,1,1,1,0,0,0,0,0,334,1,1
policyengine,FL,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,FL,2024,1150,1,1,1,0,0,0,0,0,339,1,1
policyengine,FL,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,GA,2017,16848,0.5550213675213675,0.7593186134852802,0.20020180436847104,541.6176824745736,9.26927118662752,588.4696074215369,7096.702424637047,-194.55578966228344,12092,0.6093284816407543,0.8008600727753887
taxsim,GA,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,GA,2018,16697,0.5589626879080074,0.6694016889261544,0.20572557944540937,846.603165936052,6.986816856608584,2073.856741937392,8324.225334488414,-630.7195569222207,12037,0.6144388136578882,0.7172883608872642
taxsim,GA,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,GA,2019,16513,0.5704596378610791,0.6770423302852299,0.20704899170350632,993.0192928249176,5.7837689492153,1943.0859103203625,8008.578780527707,-794.3624785064966,11930,0.6235540653813915,0.7220452640402347
taxsim,GA,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,GA,2020,16529,0.5636759634581644,0.6769314538084579,0.19880210539052573,891.1164992912938,6.460211284128377,1989.5092245345736,8462.870499774275,-679.0051293574724,11502,0.6196313684576595,0.7205703355938098
taxsim,GA,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,GA,2021,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,GA,2022,1141,0.3672217353198948,0.5337423312883436,0.18229623137598597,1761.2460344516653,67.65991846619727,1666.671025242818,18223.659302989803,139.99897444337154,299,0.7625418060200669,0.8193979933110368
policyengine,GA,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,GA,2023,1157,0.34831460674157305,0.5237683664649957,0.17199654278305965,1503.8039402707916,74.11232586381405,1380.4776166066383,21697.073896855087,180.99580146900306,336,0.7529761904761905,0.8125
policyengine,GA,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,GA,2024,1150,0.5,0.5626086956521739,0.19826086956521738,2295.1080304145353,15.59733792794259,1671.3894552620454,31453.493787964762,-220.99371579033536,346,0.9104046242774566,0.9248554913294798
policyengine,GA,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,HI,2017,9010,0.5867924528301887,0.783684794672586,1.1098779134295228e-4,294.42091783283087,9.98093109021147,450.2162410441226,4349.595493292128,-153.92465788438292,6860,0.5906705539358601,0.7782798833819242
taxsim,HI,2017,11503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,HI,2018,9475,0.4664907651715039,0.6822163588390502,0,480.6219288258531,20.540550440304287,675.5385000826045,6209.883240245892,-144.29490160857011,7192,0.5368464961067854,0.7027252502780867
taxsim,HI,2018,11040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,HI,2019,9409,0.4634924008927622,0.6797746838133701,0,404.2717629283946,21.533639712386957,709.6217673680284,6510.775567353219,-233.99895862335825,7159,0.5309400754295293,0.698421567257997
taxsim,HI,2019,11105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,HI,2020,9581,0.4460912222106252,0.6565076714330446,0,444.7824900021732,25.44870999705483,777.961057098076,6756.688731818649,-192.9782642230668,6922,0.5326495232591737,0.693585668881826
taxsim,HI,2020,10932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,HI,2021,1172,0.06569965870307168,0.10921501706484642,0,17580.75582894299,623.0930583608153,15307.661030915504,452949.7031157835,13551.146551652591,261,0.06130268199233716,0.06896551724137931
policyengine,HI,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,HI,2022,1141,0.24101665205959685,0.3347940403155127,0.011393514460999123,13630.46060679246,401.13547080188164,17183.6209133238,215836.88662555546,12264.672543217157,298,0.5570469798657718,0.697986577181208
policyengine,HI,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,HI,2023,1157,0.22817631806395852,0.2904062229904927,0.012100259291270527,9248.626713137728,531.8110239159614,14010.357178653241,95175.82285633698,8048.063312592499,336,0.5892857142857143,0.6785714285714286
policyengine,HI,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,HI,2024,1150,0.2565217391304348,0.30521739130434783,0.014782608695652174,14552.813301810746,545.1286542310638,20902.68017856408,203323.79356150335,11722.74228885534,345,0.6550724637681159,0.7101449275362319
policyengine,HI,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IA,2017,16848,0.3619420702754036,0.4782169990503324,0.13265669515669515,2598.246405843022,128.19317575477203,3614.103428261915,30372.607995011473,1422.5737190269522,12092,0.44244128349321865,0.5306814422758849
taxsim,IA,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IA,2018,16697,0.3644367251602084,0.4715218302689106,0.12654967958315866,2602.017212815882,138.40024047214263,4295.401975360715,35633.00128971934,1872.7468852279824,12037,0.4466229126858852,0.5277062390961202
taxsim,IA,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IA,2019,16513,0.3675891721673833,0.47931932416883666,0.12662750560164718,2601.710467832832,128.32806353863214,3816.018731721947,32289.377340387065,1567.686816369498,11930,0.44945515507124895,0.5338642078792959
taxsim,IA,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IA,2020,16529,0.22378849295178171,0.3750378123298445,0.1249924375340311,1448.6966096183305,187.5520457676912,2396.8524213346664,17549.0133778268,304.7732284797188,11502,0.26125891149365327,0.4061902277864719
taxsim,IA,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IA,2021,1172,0.22184300341296928,0.34812286689419797,0.10665529010238908,7388.880149068213,236.11915448428758,4596.611333136405,93641.60536575105,4301.128443030237,262,0.6297709923664122,0.7251908396946565
policyengine,IA,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IA,2022,1141,0.2751971954425942,0.42418930762489043,0.11744084136722173,3592.887130121576,173.91431187837748,4972.812815818936,73363.78082183609,2147.8524573242744,299,0.6956521739130435,0.7959866220735786
policyengine,IA,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IA,2023,1157,0.3690579083837511,0.4710458081244598,0.1598962834917891,2540.662965318656,133.88930952752708,1481.6369233244263,37339.45039694998,-838.7045960650153,337,0.9584569732937686,0.9643916913946587
policyengine,IA,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
